title,is_answered,creation_timestamp,creation_date,year,month,answer_count,score,view_count,tags,year_month,comparative_year,Technology
How activities in a pipeline get executed in Azure Data Factory?,False,1447971089,2015-11-19,2015,11,2,0,1224,"['azure', 'azure-hdinsight', 'azure-data-factory']",201511,1,Azure Data Factory
How to define a Table in Azure Data Factory,True,1448054971,2015-11-20,2015,11,1,1,62,"['azure', 'azure-hdinsight', 'azure-data-factory', 'cortana-intelligence']",201511,1,Azure Data Factory
How to create a folder based on date using Data Factory?,True,1448392016,2015-11-24,2015,11,1,2,4800,"['azure', 'cortana-intelligence', 'azure-data-factory']",201511,1,Azure Data Factory
How can you fetch data from an http rest endpoint as an input for an Azure data factory?,False,1448472259,2015-11-25,2015,11,3,0,1434,"['azure', 'azure-data-factory']",201511,1,Azure Data Factory
Change the timezone for SliceStart\SliceEnd in Azure data Factory,True,1448876957,2015-11-30,2015,11,1,0,1832,"['sql-server', 'azure-data-factory', 'cortana-intelligence']",201511,1,Azure Data Factory
trigger azure data factory pipeline,True,1449612821,2015-12-08,2015,12,1,2,2113,"['azure', 'azure-data-factory', 'cortana-intelligence']",201512,1,Azure Data Factory
can fuzzy lookup and fuzzy grouping operations be performed in azure data factory,True,1449640441,2015-12-09,2015,12,1,2,996,"['sql-server', 'azure', 'ssis', 'azure-data-factory', 'cortana-intelligence']",201512,1,Azure Data Factory
How to load to Azure SQL Data Warehouse data stored as JSON in Azure Blobs?,True,1449682145,2015-12-09,2015,12,2,3,2630,"['json', 'csv', 'azure', 'azure-sqldw', 'azure-data-factory']",201512,1,Azure Data Factory
Azure Data Factory Data-Set Slicing,True,1450687971,2015-12-21,2015,12,1,3,1422,"['azure', 'dataset', 'azure-data-factory', 'cortana-intelligence']",201512,1,Azure Data Factory
Data factory: how to execute query after copy from blob to SQL?,True,1452069858,2016-01-06,2016,1,1,1,4322,"['azure', 'azure-data-factory']",201601,2,Azure Data Factory
Cannot publish / deploy a Data Factory from VS2015,True,1452895647,2016-01-15,2016,1,2,2,1511,"['azure', 'azure-data-factory', 'cortana-intelligence']",201601,2,Azure Data Factory
How to Scheduling a Pipeline in Azure Data Factory,True,1453090954,2016-01-18,2016,1,2,1,1783,"['azure', 'pipeline', 'azure-data-factory']",201601,2,Azure Data Factory
using Azure Data Lake for Analytics,True,1453119074,2016-01-18,2016,1,1,2,1219,"['azure', 'azure-storage', 'azure-blob-storage', 'azure-data-factory', 'azure-data-lake']",201601,2,Azure Data Factory
Azure Data Lake : The request to Azure Data Lake Store was unauthorized,True,1453358959,2016-01-21,2016,1,3,0,6027,"['azure', 'azure-table-storage', 'azure-data-factory', 'azure-data-lake']",201601,2,Azure Data Factory
ERROR VertexFailedFast. Vertex failure triggered quick job abort,True,1453703622,2016-01-25,2016,1,1,3,4215,"['azure-data-factory', 'azure-data-lake']",201601,2,Azure Data Factory
Azure Data Factory Geography or Geometry Data types,True,1453718608,2016-01-25,2016,1,3,1,1497,"['azure', 'spatial', 'sqlgeography', 'cross-database', 'azure-data-factory']",201601,2,Azure Data Factory
Unable to build/publish Azure Data Factory application,True,1453989374,2016-01-28,2016,1,5,2,1229,"['visual-studio', 'azure', 'azure-data-factory', 'cortana-intelligence']",201601,2,Azure Data Factory
Data Factory Blob Source - Column Headers have meaning,False,1453998518,2016-01-28,2016,1,1,0,341,['azure-data-factory'],201601,2,Azure Data Factory
Data factory azure blob source - wildcard,True,1454097859,2016-01-29,2016,1,2,2,2396,"['csv', 'azure', 'azure-blob-storage', 'cortana-intelligence', 'azure-data-factory']",201601,2,Azure Data Factory
Authorization Time Out : Azure Data Lake Store Configuration in Azure Data Factory,True,1454322351,2016-02-01,2016,2,1,2,527,"['azure', 'cortana-intelligence', 'azure-data-factory', 'azure-data-lake']",201602,2,Azure Data Factory
Azure Data Lake Store: Request Was Unauthorized When Writing to ADLS from Data Factory in a Different Subscription,False,1454516609,2016-02-03,2016,2,1,1,871,"['azure', 'azure-active-directory', 'azure-data-factory', 'azure-data-lake']",201602,2,Azure Data Factory
Azure Data Factory Pipeline stuck in &quot;PendingUpdate&quot; provisioning status on deployment,True,1455019647,2016-02-09,2016,2,1,1,601,"['azure-data-factory', 'cortana-intelligence']",201602,2,Azure Data Factory
Is Azure Stream Analytics suitable for generating data warehouse fact and dimensions tables?,True,1455118575,2016-02-10,2016,2,1,1,1369,"['azure', 'fact', 'azure-stream-analytics', 'azure-data-factory', 'cortana-intelligence']",201602,2,Azure Data Factory
"With Azure Data Factory Copy Activity, is it possible to output the current SliceStart as a property on the destination Table Storage entities?",False,1455124187,2016-02-10,2016,2,1,3,1165,"['azure', 'azure-data-factory']",201602,2,Azure Data Factory
How do I process data that isn&#39;t sliced by time in Azure Data Factory?,False,1455124816,2016-02-10,2016,2,1,1,104,"['azure', 'cortana-intelligence', 'azure-data-factory']",201602,2,Azure Data Factory
Azure Data Factory Copy Activity - Can column mappings be composites or use a Templating function?,True,1455134000,2016-02-10,2016,2,2,2,3487,"['azure', 'azure-data-factory']",201602,2,Azure Data Factory
Azure Data Factory - moving data from On-Premise SQL to Azure SQL,True,1455548894,2016-02-15,2016,2,1,1,1338,"['azure', 'azure-sql-database', 'azure-data-factory']",201602,2,Azure Data Factory
Convertion of csv file to json file in azure data factory,True,1455779896,2016-02-18,2016,2,1,2,2327,"['azure-data-factory', 'cortana-intelligence']",201602,2,Azure Data Factory
Using Azure Data Factory to get data from a REST API,True,1456137764,2016-02-22,2016,2,6,8,24176,"['api', 'rest', 'azure', 'azure-data-factory', 'cortana-intelligence']",201602,2,Azure Data Factory
Running multiple pipelines and/or jobs on single HDinsight cluster in Azure data Factory,True,1456220232,2016-02-23,2016,2,1,1,318,"['azure-hdinsight', 'azure-data-factory', 'cortana-intelligence']",201602,2,Azure Data Factory
Set up delta load in azure data factory,False,1456313524,2016-02-24,2016,2,1,0,643,"['tsql', 'azure', 'azure-data-factory']",201602,2,Azure Data Factory
Azure Data Factory Slices,True,1457119720,2016-03-04,2016,3,1,0,384,"['azure', 'azure-data-factory']",201603,2,Azure Data Factory
Azure Data Factory Jobs Failing in Hadoop/Map Reduce?,False,1457332960,2016-03-07,2016,3,1,2,235,['azure-data-factory'],201603,2,Azure Data Factory
Is Azure Data Factory suitable for downloading data from non-Azure REST APIs?,True,1457357961,2016-03-07,2016,3,3,0,370,"['azure', 'azure-data-factory']",201603,2,Azure Data Factory
Understanding start and end time in Azure data factory pipeline,True,1457377368,2016-03-07,2016,3,2,6,5840,"['azure', 'azure-data-factory']",201603,2,Azure Data Factory
U- SQL Unable to extract data from JSON file,True,1457605379,2016-03-10,2016,3,2,6,3926,"['azure-data-factory', 'azure-data-lake', 'u-sql']",201603,2,Azure Data Factory
Azure Data Factory - Bulk Import from Blob to Azure SQL,True,1457829947,2016-03-13,2016,3,1,1,2589,"['sql-server', 'azure', 'azure-storage', 'azure-blob-storage', 'azure-data-factory']",201603,2,Azure Data Factory
Azure Data Factory - Multiple activities in Pipeline execution order,True,1457871242,2016-03-13,2016,3,2,2,4452,"['azure', 'pipeline', 'azure-data-factory']",201603,2,Azure Data Factory
Azure Data Factory - Copy Activity empty value doesn&#39;t change to null error,True,1457891312,2016-03-13,2016,3,2,1,12761,"['azure', 'azure-data-factory']",201603,2,Azure Data Factory
Azure Data Factories vs SSIS,True,1457952192,2016-03-14,2016,3,4,8,9609,"['azure', 'ssis', 'azure-data-factory']",201603,2,Azure Data Factory
Azure data factory HDInsight on-demand cluster &#39;Unable to instantiate SessionHiveMetaStoreClient&#39;,True,1458482175,2016-03-20,2016,3,2,0,976,"['azure', 'hive', 'azure-hdinsight', 'azure-data-factory', 'azure-resource-manager']",201603,2,Azure Data Factory
Service Requests from Azure with Known IP (or Range),True,1458551635,2016-03-21,2016,3,1,1,215,"['azure', 'azure-virtual-network', 'azure-data-factory']",201603,2,Azure Data Factory
Azure data factory copy activity from Storage to SQL: hangs at 70000 rows,True,1458667990,2016-03-22,2016,3,2,7,3076,"['performance', 'azure', 'azure-blob-storage', 'azure-sql-database', 'azure-data-factory']",201603,2,Azure Data Factory
Error trying to move data from Azure table to DataLake store with DataFactory,True,1458686252,2016-03-22,2016,3,2,0,1196,"['azure-storage', 'azure-data-factory', 'azure-data-lake']",201603,2,Azure Data Factory
The subscription is not registered to use namespace &#39;Microsoft.DataFactory error,True,1458822229,2016-03-24,2016,3,9,54,49900,"['visual-studio', 'azure', 'azure-data-factory']",201603,2,Azure Data Factory
ADL default merge copy activity,False,1459162789,2016-03-28,2016,3,0,2,1092,"['azure-data-factory', 'azure-data-lake']",201603,2,Azure Data Factory
How schedule activity works in Azure Data Factory,True,1460216919,2016-04-09,2016,4,3,1,3754,"['azure', 'azure-data-factory']",201604,2,Azure Data Factory
Custom activity failed in Azure Data Factory after running several hours,False,1460525649,2016-04-13,2016,4,1,2,778,"['c#', 'azure-hdinsight', 'azure-data-factory', 'azure-data-lake']",201604,2,Azure Data Factory
Azure Datafacory - Data validation,False,1460641260,2016-04-14,2016,4,1,0,923,"['validation', 'azure', 'azure-cosmosdb', 'azure-data-factory']",201604,2,Azure Data Factory
Azure Data Factory Only Retrieve New Blob files from Blob Storage,True,1461160170,2016-04-20,2016,4,3,1,2583,"['azure', 'azure-storage', 'azure-data-factory']",201604,2,Azure Data Factory
Data Factory Slice Starts,True,1462295278,2016-05-03,2016,5,1,1,1102,['azure-data-factory'],201605,2,Azure Data Factory
Azure data factory On premises file skip header row,True,1462391826,2016-05-04,2016,5,2,1,2633,"['azure', 'azure-data-factory']",201605,2,Azure Data Factory
Build Azure Data Factory Project using TFS Build Server 2013,True,1462877804,2016-05-10,2016,5,2,2,946,"['visual-studio-2013', 'msbuild', 'azure-data-factory']",201605,2,Azure Data Factory
How do I retrieve the json representation of an azure data factory pipeline?,False,1462899730,2016-05-10,2016,5,2,1,1039,"['json', 'pipeline', 'azure-data-factory']",201605,2,Azure Data Factory
Azure data factory data lake analytics linked service provisioning failed,True,1463004945,2016-05-11,2016,5,2,2,1052,"['azure-data-factory', 'azure-data-lake', 'u-sql']",201605,2,Azure Data Factory
Handling errors in Azure Pipeline from csv file in blog to Azure Sql,True,1463357244,2016-05-16,2016,5,1,0,75,['azure-data-factory'],201605,2,Azure Data Factory
Passing properties to U-SQL activity through Azure Data Factory Pipeline through parameters?,True,1463486644,2016-05-17,2016,5,1,0,954,"['azure-data-factory', 'azure-data-lake', 'u-sql']",201605,2,Azure Data Factory
Data Factory job failing to submit to Azure Batch?,True,1464261120,2016-05-26,2016,5,1,0,301,"['azure-data-factory', 'azure-batch']",201605,2,Azure Data Factory
Data Factory Copy Activity met storage failure at source side - AppendBlob was not found,True,1464372686,2016-05-27,2016,5,1,1,674,"['azure', 'azure-data-factory']",201605,2,Azure Data Factory
azure data factory recursive copy from container,True,1464581174,2016-05-30,2016,5,1,1,2218,"['azure', 'recursion', 'copy', 'azure-data-factory']",201605,2,Azure Data Factory
Adf solution in visual studio 2015 stopped loading,True,1464659281,2016-05-31,2016,5,1,1,362,"['visual-studio', 'azure-data-factory']",201605,2,Azure Data Factory
Azure Blob to Azure SQL Database - Data Factory,True,1464866005,2016-06-02,2016,6,1,1,643,"['azure', 'transformation', 'azure-blob-storage', 'azure-sql-database', 'azure-data-factory']",201606,2,Azure Data Factory
Using SqlReaderQuery in Data Pipeline,True,1464898731,2016-06-02,2016,6,1,2,636,"['azure', 'azure-data-factory']",201606,2,Azure Data Factory
Convert DBF to CSV using Azure Data Factory,True,1464966957,2016-06-03,2016,6,1,0,980,"['azure', 'azure-sql-database', 'azure-data-factory']",201606,2,Azure Data Factory
ADF - C # Custom Activity,True,1465284606,2016-06-07,2016,6,1,2,1813,"['azure-data-factory', 'custom-activity']",201606,2,Azure Data Factory
Getting error while using custom activities in an Azure Data Factory pipeline,True,1465376519,2016-06-08,2016,6,3,0,1156,"['azure-data-factory', 'custom-activity']",201606,2,Azure Data Factory
HDInsight in Azure Data Factory Hive CREATE EXTERNAL TABLE...LOCATION: No FileSystem for scheme: adl,False,1465386776,2016-06-08,2016,6,1,0,950,"['azure', 'azure-hdinsight', 'azure-data-factory', 'azure-data-lake']",201606,2,Azure Data Factory
Difference between deployment and provisioning ADF,True,1465756901,2016-06-12,2016,6,1,7,2955,"['azure', 'azure-data-factory']",201606,2,Azure Data Factory
Creating multiple objects in one shot within ADF,True,1465757882,2016-06-12,2016,6,1,0,70,['azure-data-factory'],201606,2,Azure Data Factory
Does redeploying existing running pipeline re-process Ready time slices again?,True,1465859337,2016-06-14,2016,6,1,0,259,['azure-data-factory'],201606,2,Azure Data Factory
How to install .net 4.6.1 on compute node in azure batch,True,1466008459,2016-06-15,2016,6,3,5,1282,"['azure', 'azure-data-factory', 'azureportal', 'azure-batch']",201606,2,Azure Data Factory
executionPriorityOrder vanishes from UI after deploying pipeline,True,1466103287,2016-06-16,2016,6,1,1,308,['azure-data-factory'],201606,2,Azure Data Factory
Is there a way to pause a specific executing time slice for a dataset?,False,1466116624,2016-06-16,2016,6,3,0,1106,['azure-data-factory'],201606,2,Azure Data Factory
Does &quot;concurrency&quot; limit of 10 guarantee 10 parallel slice runs?,True,1466139726,2016-06-17,2016,6,1,0,1587,['azure-data-factory'],201606,2,Azure Data Factory
How to remove pipelines from ADF?,True,1466436595,2016-06-20,2016,6,2,3,4685,"['azure', 'azure-data-factory']",201606,2,Azure Data Factory
Transferring Storage Accounts Table into Data Lake using Data Factory,True,1466530749,2016-06-21,2016,6,1,0,172,"['azure-storage', 'azure-table-storage', 'azure-data-factory', 'azure-data-lake']",201606,2,Azure Data Factory
Is it possible to &#39;update&#39; ADF pipeline property through powershell,True,1466533316,2016-06-21,2016,6,1,2,752,"['powershell', 'azure-data-factory']",201606,2,Azure Data Factory
Can an activity within pipeline have source dataset residing in different data factory?,True,1466708224,2016-06-23,2016,6,1,1,46,['azure-data-factory'],201606,2,Azure Data Factory
Authorizing Data Lake linked services through Visual Studio Data Factory Project,False,1467117040,2016-06-28,2016,6,2,4,580,"['azure-data-factory', 'azure-data-lake']",201606,2,Azure Data Factory
Azure: Waiting Dataset dependencies in manual created pipelines,True,1467291099,2016-06-30,2016,6,2,6,4497,"['azure', 'azure-data-factory']",201606,2,Azure Data Factory
How to backfill with an Azure DataFactory pipeline then convert it to a running schedule?,True,1467475342,2016-07-02,2016,7,1,2,657,['azure-data-factory'],201607,2,Azure Data Factory
Does ADF provide feature to use &#39;dynamic&#39; Linked Server?,True,1467607965,2016-07-04,2016,7,1,0,80,['azure-data-factory'],201607,2,Azure Data Factory
How to transfer csv files from Google Cloud Storage to Azure Datalake Store,True,1467625891,2016-07-04,2016,7,1,2,1253,"['azure', 'google-cloud-storage', 'azure-data-factory', 'azure-data-lake']",201607,2,Azure Data Factory
JSON as source dataset in Data Factory Azure,False,1467706048,2016-07-05,2016,7,0,0,721,"['json', 'azure', 'azure-data-factory']",201607,2,Azure Data Factory
Azure Data Factory - how to structure slices for erratically arriving blobs,False,1467724759,2016-07-05,2016,7,0,2,1097,['azure-data-factory'],201607,2,Azure Data Factory
What is the benefit of having linked storage account for HDInsight cluster?,True,1468010919,2016-07-08,2016,7,2,0,135,"['azure-hdinsight', 'azure-data-factory']",201607,2,Azure Data Factory
Does the output dataset really matter for HDInsightHive type of activity?,True,1468264980,2016-07-11,2016,7,1,2,276,['azure-data-factory'],201607,2,Azure Data Factory
Managing U-SQL scripts in multiple files and run it as a single job,False,1468397828,2016-07-13,2016,7,2,0,353,"['unit-testing', 'azure-data-factory', 'azure-data-lake', 'u-sql']",201607,2,Azure Data Factory
How to use Dependency Injection in azure data factory custom activity,False,1468590576,2016-07-15,2016,7,1,0,140,"['dependency-injection', 'inversion-of-control', 'azure-data-factory']",201607,2,Azure Data Factory
Custom .net azure-data factory activity,True,1468945131,2016-07-19,2016,7,1,2,819,"['c#', '.net', 'azure', 'azure-data-factory']",201607,2,Azure Data Factory
Azure SQL DB to Azure SQL DB replication,True,1469081093,2016-07-21,2016,7,3,0,604,"['azure', 'azure-sql-database', 'paas', 'azure-data-factory', 'azure-data-sync']",201607,2,Azure Data Factory
Can Azure Data Factory write to FTP,True,1469177265,2016-07-22,2016,7,4,0,2612,"['azure', 'azure-data-factory']",201607,2,Azure Data Factory
Sudden surge in number of YARN apps on HDInsight cluster,True,1469757451,2016-07-29,2016,7,1,1,141,"['azure-hdinsight', 'azure-data-factory']",201607,2,Azure Data Factory
Azure Data Factory Copy activity Exception dateTime,True,1470233570,2016-08-03,2016,8,2,1,5805,"['azure', 'azure-data-factory']",201608,2,Azure Data Factory
When to use AzureQueueSink,True,1470390188,2016-08-05,2016,8,1,0,62,"['azure', 'azure-data-factory']",201608,2,Azure Data Factory
Azure DataFactory. Convert date format on import to SQL DB,True,1471247302,2016-08-15,2016,8,2,2,3545,"['sql-server', 'csv', 'datetime', 'azure', 'azure-data-factory']",201608,2,Azure Data Factory
Configure dynamic number of parameters in Azure Data Factory Pipeline based on intervals?,True,1471430118,2016-08-17,2016,8,1,2,1177,"['azure-data-factory', 'azure-data-lake', 'u-sql']",201608,2,Azure Data Factory
Azure Data Factory - How can I trigger Scheduled/OneTime Pipelines?,True,1471539063,2016-08-18,2016,8,5,8,13630,"['azure', 'azure-data-factory']",201608,2,Azure Data Factory
Azure Data Factory pipeline copy activity slow?,False,1472019931,2016-08-24,2016,8,0,1,626,"['sql', 'azure', 'azure-data-factory']",201608,2,Azure Data Factory
Azure Data Factory can&#39;t access HDInsight cluster in IP restricted VNet,True,1472484541,2016-08-29,2016,8,2,5,1148,"['azure', 'azure-hdinsight', 'azure-virtual-network', 'azure-data-factory']",201608,2,Azure Data Factory
Select query in azure adf pipeline,True,1472801346,2016-09-02,2016,9,2,1,771,"['azure', 'azure-data-factory']",201609,2,Azure Data Factory
Python UDF for Pig in Azure Data Factory On demand HDInsight cluster,False,1473110207,2016-09-05,2016,9,1,0,291,"['python', 'azure', 'apache-pig', 'azure-hdinsight', 'azure-data-factory']",201609,2,Azure Data Factory
Column names Missing when stored in Azure Blob,True,1473144508,2016-09-06,2016,9,1,0,674,"['azure', 'azure-data-factory', 'azure-blob-storage']",201609,2,Azure Data Factory
Pull all data slices in one request in Microsoft Azure,False,1473458318,2016-09-09,2016,9,1,0,97,"['azure', 'azure-data-factory']",201609,2,Azure Data Factory
How do you automate the creation of a dataset within the .NET SDK for Azure Data Factory?,True,1473714291,2016-09-12,2016,9,1,0,460,"['c#', '.net', 'azure-data-factory']",201609,2,Azure Data Factory
Azure data factory automation scripts,False,1474110621,2016-09-17,2016,9,1,0,1701,"['powershell', 'azure', 'azure-data-factory']",201609,2,Azure Data Factory
Out of memory Exception running U-SQL Activity using Azure Data Factory,True,1474270613,2016-09-19,2016,9,1,3,619,"['azure', 'azure-data-factory', 'azure-data-lake', 'u-sql']",201609,2,Azure Data Factory
Move information from on-premise databases&#39;s view to Azure Sql database,True,1474563587,2016-09-22,2016,9,2,1,135,"['azure-sql-database', 'azure-data-factory']",201609,2,Azure Data Factory
Azure Data factory vs Data sync,True,1474569878,2016-09-22,2016,9,2,1,1812,"['azure', 'azure-data-factory', 'azure-data-sync']",201609,2,Azure Data Factory
Prevent running slice on zero sized source slice files,False,1474663423,2016-09-23,2016,9,1,0,105,['azure-data-factory'],201609,2,Azure Data Factory
Syncing Data with Azure Data Factory,True,1474925615,2016-09-26,2016,9,1,2,1394,"['sql-server', 'azure', 'azure-sql-database', 'azure-data-factory']",201609,2,Azure Data Factory
Copy Activity in Azure Data Factory in West Europe,True,1474972006,2016-09-27,2016,9,1,1,486,"['azure', 'azure-data-factory']",201609,2,Azure Data Factory
Data Factory config file testing,True,1475514593,2016-10-03,2016,10,3,0,158,"['azure', 'configuration', 'ssis', 'azure-data-factory']",201610,2,Azure Data Factory
Azure Datafactory - Credential injection in VS 2015,True,1475681183,2016-10-05,2016,10,1,1,59,"['visual-studio-2015', 'azure-data-factory']",201610,2,Azure Data Factory
Copy From OnPrem SQL server to DocumentDB using custom activity in ADF Pipeline,True,1475753899,2016-10-06,2016,10,4,1,801,"['sql-server', 'azure', 'azure-data-factory', 'custom-activity']",201610,2,Azure Data Factory
On-Prem SQL connection throwing SqlException in Datafactory custom activity,True,1476091846,2016-10-10,2016,10,1,1,271,"['azure-data-factory', 'custom-activity', 'azure-batch']",201610,2,Azure Data Factory
Is it secure to pass the DB query to AzureML as a global parameter?,True,1476354083,2016-10-13,2016,10,1,2,65,"['azure', 'azure-data-factory', 'azure-machine-learning-studio']",201610,2,Azure Data Factory
Getting data from multiple tables into one documentdb collection using adf pipeline,False,1476362529,2016-10-13,2016,10,1,1,392,['azure-data-factory'],201610,2,Azure Data Factory
Daily pipeline depending on hourly pipeline without 24 hours available,False,1476654860,2016-10-16,2016,10,0,0,160,['azure-data-factory'],201610,2,Azure Data Factory
Getting exception when i try to copy data from Azure Blob to SQL Datawarehouse using DataFactory,False,1476693918,2016-10-17,2016,10,1,2,2009,"['azure-data-factory', 'azure-sqldw']",201610,2,Azure Data Factory
azure data factory - performing full IDL for the first slice,False,1477076689,2016-10-21,2016,10,1,1,105,"['azure', 'integration', 'azure-data-factory']",201610,2,Azure Data Factory
rest api unauthorized Azure Data Catalog,True,1477298986,2016-10-24,2016,10,1,0,901,"['rest', 'azure', 'azure-data-factory', 'azure-data-catalog']",201610,2,Azure Data Factory
How to connect Azure SQL database from on-premise SSMS in hybrid environment without Azure Data Gateway,True,1477299393,2016-10-24,2016,10,2,1,1114,"['azure', 'azure-sql-database', 'azure-data-factory', 'hybrid-cloud']",201610,2,Azure Data Factory
How to copy data to Azure file service using Azure data factory,True,1477347562,2016-10-24,2016,10,2,1,2403,"['azure', 'azure-blob-storage', 'azure-data-factory']",201610,2,Azure Data Factory
How to compile java or scala code into jar in an activity in Azure Data Factory?,False,1477420376,2016-10-25,2016,10,0,1,451,"['azure', 'azure-data-factory']",201610,2,Azure Data Factory
How to invoke exe file through Azure Data Factory?,True,1477517493,2016-10-26,2016,10,1,4,2581,"['azure', 'azure-data-factory']",201610,2,Azure Data Factory
How can I variably name an Azure Data Factory file being written to Blob Storage?,True,1477912605,2016-10-31,2016,10,2,2,6291,"['azure', 'azure-data-factory']",201610,2,Azure Data Factory
How to Accessing pipeline properties and data set properties from an activity,False,1478094172,2016-11-02,2016,11,1,1,476,"['azure', 'azure-data-factory']",201611,2,Azure Data Factory
Azure Data Factory SQL Sink parameter str1?,True,1478902911,2016-11-11,2016,11,1,0,365,"['azure', 'azure-sql-database', 'azure-data-factory']",201611,2,Azure Data Factory
Azure Data Factory : Update input dataset and rerun the pipeline programmatically without re-initialization of the pipeline,False,1479125756,2016-11-14,2016,11,0,1,386,"['azure', 'azure-data-factory']",201611,2,Azure Data Factory
Opening Azure DataFactory Projects in VS2015,False,1479147831,2016-11-14,2016,11,1,1,317,"['azure', 'azure-data-factory']",201611,2,Azure Data Factory
Azure Data Sync - Copy Each SQL Row to Blob,True,1479269944,2016-11-16,2016,11,2,0,673,"['azure', 'azure-data-factory']",201611,2,Azure Data Factory
Using Azure data factory with Odata source from Microsoft Dynamics Marketing,True,1479353179,2016-11-17,2016,11,1,2,2629,"['azure', 'odata', 'azure-data-factory']",201611,2,Azure Data Factory
How to avoid failed when input blob is missing in Azure Data Factory copy activity,True,1479385369,2016-11-17,2016,11,3,2,2415,"['azure', 'azure-blob-storage', 'azure-data-factory']",201611,2,Azure Data Factory
Copy Odata source to Azure Blob using ADF error,True,1479405569,2016-11-17,2016,11,1,0,174,"['odata', 'azure-data-factory']",201611,2,Azure Data Factory
Error on Copy from OData source(MDM) to Azure blob Storage using ADF,True,1479413160,2016-11-17,2016,11,1,1,468,['azure-data-factory'],201611,2,Azure Data Factory
Moving data between Azure Blob storeage and Azure database on demand,True,1479563763,2016-11-19,2016,11,1,0,127,"['azure', 'azure-sql-database', 'azure-data-factory']",201611,2,Azure Data Factory
"Job submission failed, the user &lt;data lake analytics account name&gt; does not have permissions to a subfolder",False,1480025099,2016-11-24,2016,11,1,0,440,"['azure', 'azure-data-factory', 'azure-data-lake']",201611,2,Azure Data Factory
"transfer, massage and import data with azure data factory",False,1480034457,2016-11-25,2016,11,1,0,116,"['azure', 'azure-sql-database', 'azure-data-factory']",201611,2,Azure Data Factory
run powershell script from azure datafactory pipeline custom activity,False,1480264644,2016-11-27,2016,11,1,2,2109,['azure-data-factory'],201611,2,Azure Data Factory
