title,is_answered,creation_timestamp,creation_date,year,month,answer_count,score,view_count,tags,year_month,comparative_year,Technology
Replicated table distribution for small dimension in SQL Data Warehouse (Azure Synapse) with 1 Compute Node,False,1594672904,2020-07-13,2020,7,2,1,604,"['azure-sql-data-warehouse', 'azure-synapse']",202007,2,Azure Synapse
How do I find out what is inserting data in my Azure Data Warehouse,True,1594681128,2020-07-13,2020,7,1,1,155,"['azure-log-analytics', 'azure-sqldw', 'azure-sql-data-warehouse', 'azure-synapse']",202007,2,Azure Synapse
Transform JSON from REST API to Azure Synapse Analytics,False,1594705516,2020-07-14,2020,7,0,2,405,"['python', 'azure', 'azure-data-factory', 'azure-databricks', 'azure-synapse']",202007,2,Azure Synapse
Copy parquet file from Azure data lake storage account to Synapse data warehouse table failed,False,1594865812,2020-07-16,2020,7,1,1,472,"['azure', 'parquet', 'azure-data-lake-gen2', 'azure-synapse']",202007,2,Azure Synapse
Copying data in azure synapse analytics workspace failed on folder destination,False,1594956416,2020-07-17,2020,7,0,1,129,"['azure', 'azure-data-lake', 'azure-synapse']",202007,2,Azure Synapse
How to attach backup in Azure Synapse Analytics (formerly SQL DW),False,1594971744,2020-07-17,2020,7,1,0,617,"['sql-server', 'azure', 'azure-sqldw', 'azure-synapse']",202007,2,Azure Synapse
"Azure Synapse , REPLICATED TABLE",False,1595215938,2020-07-20,2020,7,0,1,149,"['azure', 'replicate', 'azure-synapse']",202007,2,Azure Synapse
Pivot using Max in Azure DW(Synapse),True,1595353421,2020-07-21,2020,7,1,0,248,"['azure', 'tsql', 'pivot', 'azure-synapse']",202007,2,Azure Synapse
Azure Synapse Billing Model for individuals?,True,1595520246,2020-07-23,2020,7,1,1,747,"['azure', 'data-warehouse', 'subscription', 'azure-sql-data-warehouse', 'azure-synapse']",202007,2,Azure Synapse
"azure synapse on demand, is external table cached?",True,1595590702,2020-07-24,2020,7,1,0,121,['azure-synapse'],202007,2,Azure Synapse
I am maintaining an inventory in azure SQL DW and want to calculate initial and final stock of a day using T-SQL. Below are the details I have,False,1595608580,2020-07-24,2020,7,1,-1,110,"['azure-sqldw', 'azure-sql-data-warehouse', 'azure-synapse']",202007,2,Azure Synapse
I need to calculate running total in Azure SQL Datawarehouse. Tried recursive CTEs but not supported,False,1595850629,2020-07-27,2020,7,1,0,163,"['sql', 'azure', 'azure-sqldw', 'azure-sql-data-warehouse', 'azure-synapse']",202007,2,Azure Synapse
Why Azure Databricks needs to store data in a temp storage in Azure,True,1596304181,2020-08-01,2020,8,1,2,157,"['azure-databricks', 'azure-synapse']",202008,2,Azure Synapse
When to use Data Factory (copy) over direct pull in SQL synapse,False,1596477969,2020-08-03,2020,8,1,0,119,"['azure', 'azure-data-factory', 'data-warehouse', 'polybase', 'azure-synapse']",202008,2,Azure Synapse
How to save a snapshot of Azure Synapse SQL Pool (Data Warehouse) in another Active Directory Subscription?,True,1596716064,2020-08-06,2020,8,1,0,343,"['azure', 'azure-storage', 'restore', 'backup-strategies', 'azure-synapse']",202008,2,Azure Synapse
Can we write multiple SQL Queries in Power BI to load it to Azure Synapse,True,1597137811,2020-08-11,2020,8,1,0,407,"['azure', 'powerbi', 'powerbi-desktop', 'azure-synapse']",202008,2,Azure Synapse
DataFrame.show() throwing error in Databricks,True,1597144527,2020-08-11,2020,8,1,0,749,"['python', 'pyspark', 'azure-databricks', 'azure-sqldw', 'azure-synapse']",202008,2,Azure Synapse
Cannot Add Managed Identity to Synapse Pool,True,1597696484,2020-08-17,2020,8,1,3,940,"['azure', 'azure-managed-identity', 'azure-synapse']",202008,2,Azure Synapse
Azure Synapse Analytics (formerly SQL SW) vs Azure Synapse Analytics (workspaces preview),True,1597763443,2020-08-18,2020,8,1,2,1068,"['sql', 'azure', 'data-warehouse', 'azure-sql-data-warehouse', 'azure-synapse']",202008,2,Azure Synapse
Auto pause and resume azure synapse analysis database,True,1597841080,2020-08-19,2020,8,1,-1,559,['azure-synapse'],202008,2,Azure Synapse
Moving to Azure Synapse from Azure SQL Database,False,1598337886,2020-08-25,2020,8,1,0,263,"['azure', 'azure-sql-database', 'azure-data-factory', 'azure-synapse']",202008,2,Azure Synapse
How to access Table from one Azure SQL DW from another Azure SQL DW?,True,1598342767,2020-08-25,2020,8,1,0,142,"['azure', 'azure-sqldw', 'azure-synapse']",202008,2,Azure Synapse
"Azure Data Factory v2 - OData - Copy Data - XmlError hexadecimal value 0x1F is an invalid character Line 1, position 1",False,1598466224,2020-08-26,2020,8,1,1,160,"['azure', 'azure-data-factory', 'azure-synapse']",202008,2,Azure Synapse
How to implement Sequence in Azure Synapse,False,1598529409,2020-08-27,2020,8,0,1,1164,"['sql-server', 'azure', 'azure-synapse']",202008,2,Azure Synapse
Azure Synapse SQL: Security option for SQLOnDemand,True,1598540697,2020-08-27,2020,8,1,2,163,"['azure-sql-data-warehouse', 'azure-synapse']",202008,2,Azure Synapse
Query the size of all tables in Synapse Analytics,True,1598545529,2020-08-27,2020,8,2,1,3274,['azure-synapse'],202008,2,Azure Synapse
Attempting to Read parcquet files on linked storage in Azure Synapse,True,1598619341,2020-08-28,2020,8,2,2,1737,"['azure-data-lake', 'azure-synapse']",202008,2,Azure Synapse
Unable to invoke pause for Synapse Analytics (workspaces preview),True,1598704380,2020-08-29,2020,8,1,0,142,"['azure', 'azure-synapse']",202008,2,Azure Synapse
Filter DACPAC file based on input object list,False,1598774162,2020-08-30,2020,8,0,1,92,"['sql-server', 'dacpac', 'azure-synapse']",202008,2,Azure Synapse
Databricks cannot connect to Azure Synapse Analytics: Unexpected version returned: Microsoft SQL Azure (RTM) - 12.0.2000.8,False,1598870432,2020-08-31,2020,8,0,0,402,"['azure', 'jdbc', 'azure-databricks', 'azure-synapse']",202008,2,Azure Synapse
Dynamic approach in Azure SQL DW to get only those column names from a table whose values are not null for a particular record,True,1598885549,2020-08-31,2020,8,1,0,360,"['sql-server', 'dynamic-sql', 'azure-sqldw', 'azure-synapse']",202008,2,Azure Synapse
Does Synapse have the ability to work with semi-structured data?,True,1599043903,2020-09-02,2020,9,2,1,515,"['azure-data-lake', 'azure-synapse']",202009,2,Azure Synapse
"SQL Synapse, use dynamic/parameterized Azure Container in CREATE EXTERNAL TABLE",False,1599262872,2020-09-05,2020,9,1,0,115,"['dynamic', 'containers', 'azure-synapse', 'polybase']",202009,2,Azure Synapse
PySaprk- Perform Merge in Synapse using Databricks Spark,True,1599548235,2020-09-08,2020,9,2,2,446,"['pyspark', 'databricks', 'azure-databricks', 'azure-synapse', 'spark3']",202009,2,Azure Synapse
Synapse SQL on-demand firstrow skipping more than just the 1st row,False,1599551683,2020-09-08,2020,9,1,0,92,"['azure-sqldw', 'ondemand', 'azure-synapse']",202009,2,Azure Synapse
Get column names of temp table in Azure Synapse DW,True,1599595407,2020-09-08,2020,9,1,0,628,"['azure-sqldw', 'azure-sql-data-warehouse', 'azure-synapse']",202009,2,Azure Synapse
Azure Synapse - Incremental Data Load,True,1599595736,2020-09-08,2020,9,1,1,2008,"['azure', 'azure-sql-database', 'azure-data-factory-2', 'azure-sql-data-warehouse', 'azure-synapse']",202009,2,Azure Synapse
When adding a new user to Azure Synapse Analytics Workspace what rights are needed?,False,1599624779,2020-09-09,2020,9,1,1,602,"['azure', 'azure-synapse']",202009,2,Azure Synapse
What tool can be used to MIGRATE SQL Server DB/DW to Azure Synapse (formerly Azure SQL DW)?,False,1599639091,2020-09-09,2020,9,1,0,234,"['azure-sqldw', 'azure-synapse']",202009,2,Azure Synapse
Logical views in Azure Data lake file,True,1599809406,2020-09-11,2020,9,1,0,173,"['azure', 'azure-databricks', 'azure-synapse']",202009,2,Azure Synapse
Choosing hash column for hash distribution table in Synapse,False,1599918089,2020-09-12,2020,9,0,1,605,"['azure', 'azure-synapse']",202009,2,Azure Synapse
Specify datetime2 format in Azure SQL data warehouse (synapse),False,1600166115,2020-09-15,2020,9,1,0,921,"['azure', 'data-warehouse', 'azure-sqldw', 'azure-synapse']",202009,2,Azure Synapse
How to use Azure Synapse Spark pool to write to Cosmos DB,False,1600432874,2020-09-18,2020,9,1,0,200,"['azure', 'azure-cosmosdb', 'azure-synapse']",202009,2,Azure Synapse
Azure Synapse Analytics - exception Running a Dataflow,False,1600448687,2020-09-18,2020,9,0,2,513,"['azure-data-factory-2', 'azure-synapse']",202009,2,Azure Synapse
Drop large partition and recreate,True,1600727271,2020-09-21,2020,9,1,1,230,"['azure', 'azure-synapse', 'parallel-data-warehouse']",202009,2,Azure Synapse
Is it possible to rename Azure Synapse SQL Pool?,True,1600793592,2020-09-22,2020,9,4,1,1352,"['azure', 'azure-sql-database', 'azure-synapse']",202009,2,Azure Synapse
Is it possible to query Azure data warehouse within log analytics,True,1600842901,2020-09-23,2020,9,1,0,273,"['azure', 'azure-log-analytics', 'azure-sqldw', 'azure-synapse']",202009,2,Azure Synapse
Azure Synapse loading: Split large compress files to smaller compressed files,True,1600855225,2020-09-23,2020,9,1,1,186,"['azure', 'azure-synapse']",202009,2,Azure Synapse
Best way to load data into Azure synapse analytics,True,1600861708,2020-09-23,2020,9,1,0,460,"['.net', 'azure', 'azure-sql-database', 'azure-sql-data-warehouse', 'azure-synapse']",202009,2,Azure Synapse
Azure Synapse Analytics query timeout,True,1601352930,2020-09-29,2020,9,1,0,1610,"['azure-sql-data-warehouse', 'azure-synapse']",202009,2,Azure Synapse
Azure synapse pipeline event trigger is failing to publish,False,1601414064,2020-09-29,2020,9,1,0,484,"['azure', 'events', 'triggers', 'pipeline', 'azure-synapse']",202009,2,Azure Synapse
How to handle white spaces in varchar not null column from azure synapse table to spark databricks,False,1601557767,2020-10-01,2020,10,1,0,405,"['apache-spark', 'pyspark', 'azure-databricks', 'azure-synapse']",202010,2,Azure Synapse
Azure function blob trigger for subfolders,False,1601599642,2020-10-02,2020,10,1,1,840,"['azure', 'azure-blob-storage', 'azure-synapse', 'azure-blob-trigger']",202010,2,Azure Synapse
Azure Synapse Studio- unable to create SQL Pool,True,1601738615,2020-10-03,2020,10,1,0,389,"['azure', 'azure-synapse']",202010,2,Azure Synapse
Can&#39;t create an external table,False,1601762657,2020-10-03,2020,10,0,1,57,"['azure', 'azure-synapse']",202010,2,Azure Synapse
How can setup routing for Power BI via firewall in Azure,False,1601875594,2020-10-05,2020,10,1,0,239,"['azure', 'powerbi', 'azure-data-factory', 'azure-synapse']",202010,2,Azure Synapse
Wildcard file paths with Azure Data Factory,False,1601890716,2020-10-05,2020,10,1,0,530,"['azure', 'azure-data-factory', 'azure-synapse']",202010,2,Azure Synapse
Openrowset syntax issues in Azure Synapse,True,1601968434,2020-10-06,2020,10,1,1,2355,"['azure', 'tsql', 'azure-blob-storage', 'azure-sql-data-warehouse', 'azure-synapse']",202010,2,Azure Synapse
SQL Polybase External Table - Dealing with file metadata,False,1601976850,2020-10-06,2020,10,0,1,357,"['azure-data-lake', 'external-tables', 'azure-synapse', 'polybase']",202010,2,Azure Synapse
how to define date format in Azure synapse on demand,True,1602075630,2020-10-07,2020,10,1,1,343,"['azure', 'azure-synapse', 'polybase']",202010,2,Azure Synapse
Single Instance Azure Synapse with Multiple Environments,True,1602281604,2020-10-09,2020,10,1,0,444,"['azure', 'azure-data-factory', 'azure-data-lake-gen2', 'azure-synapse']",202010,2,Azure Synapse
CosmosDB Azure Synapse Link On-Demand SQL Connection not working,False,1602285107,2020-10-10,2020,10,1,0,297,"['azure', 'azure-cosmosdb', 'azure-synapse']",202010,2,Azure Synapse
Azure Synapse Sql - Include Subfolders with _ and . in Extraction,True,1602331373,2020-10-10,2020,10,1,0,208,"['azure', 'azure-synapse']",202010,2,Azure Synapse
Azure Synapse Spark Pool Submission Failure with error message &quot;SparkJobDefinitionActionFailed&quot;,False,1602426941,2020-10-11,2020,10,1,0,378,"['azure', 'apache-spark', 'azure-synapse']",202010,2,Azure Synapse
Error creating Azure Synapse Pool with Terraform,True,1602521975,2020-10-12,2020,10,1,0,731,"['azure', 'terraform', 'azure-synapse']",202010,2,Azure Synapse
renaming table and columns and Transfer schema in synapse pool,False,1602591199,2020-10-13,2020,10,1,0,602,"['azure', 'azure-synapse']",202010,2,Azure Synapse
Synapse LINK Load streaming DataFrame from Azure Cosmos DB container,False,1602675438,2020-10-14,2020,10,1,0,119,"['azure', 'azure-cosmosdb', 'azure-synapse']",202010,2,Azure Synapse
Source linked service should not have &quot;service principal&quot; as authentication method,True,1602685407,2020-10-14,2020,10,1,0,174,"['azure', 'azure-data-factory', 'azure-data-lake', 'azure-synapse']",202010,2,Azure Synapse
Azure SQL Server Query error caused by WITH clause,True,1602712148,2020-10-14,2020,10,1,0,835,"['sql-server', 'azure', 'tsql', 'azure-synapse']",202010,2,Azure Synapse
Error while loading data from ADLS Gen2 to Azure Synapse,False,1602840231,2020-10-16,2020,10,1,0,472,"['azure', 'azure-data-factory', 'azure-data-lake', 'azure-sql-data-warehouse', 'azure-synapse']",202010,2,Azure Synapse
ADF Mapping Data Flows failing with BatchUpdateException,False,1602946306,2020-10-17,2020,10,1,1,356,"['azure', 'azure-blob-storage', 'azure-data-factory', 'azure-synapse']",202010,2,Azure Synapse
Azure stream analytics how to create a single parquet file,False,1603109894,2020-10-19,2020,10,0,1,196,"['azure', 'parquet', 'azure-stream-analytics', 'azure-synapse', 'azure-data-lake-gen2']",202010,2,Azure Synapse
Precalculate OLAP cube inside Azure Synapse,True,1603489173,2020-10-23,2020,10,2,1,942,"['azure', 'data-warehouse', 'olap', 'olap-cube', 'azure-synapse']",202010,2,Azure Synapse
what kind of locks are applied by Azure Synapse when loading data using COPY INTO,True,1603698790,2020-10-26,2020,10,1,0,122,['azure-synapse'],202010,2,Azure Synapse
Purge or Remove Old data from Azure SQL Warehouse,False,1603728312,2020-10-26,2020,10,0,0,201,"['azure', 'azure-sql-data-warehouse', 'azure-synapse']",202010,2,Azure Synapse
SQL Data Warehouse External Table with String fields,True,1603750697,2020-10-26,2020,10,1,1,139,"['sql-server', 'external-tables', 'azure-synapse', 'polybase']",202010,2,Azure Synapse
Column Level Security in Synapse Data Warehouse for External Table,True,1603816269,2020-10-27,2020,10,2,0,271,"['external-tables', 'azure-sql-data-warehouse', 'azure-synapse']",202010,2,Azure Synapse
