title,is_answered,creation_timestamp,creation_date,year,month,answer_count,score,view_count,tags,year_month,comparative_year,Technology
Can I declare credentials only once for a REST API?,True,1426840005,2015-03-20,2015,3,2,1,224,"['powerquery', 'powerbi']",201503,3,Power BI
Chart from Power BI from a user in an IFrame,True,1426844596,2015-03-20,2015,3,1,0,8339,"['asp.net', 'iframe', 'charts', 'web', 'powerbi']",201503,3,Power BI
&quot;At this time PowerBI supports only connecting to the Analytics Services tabular models.&quot;,False,1427193915,2015-03-24,2015,3,1,0,171,['powerbi'],201503,3,Power BI
Calculated measure working in Power Pivot but not in Power BI Preview Designer,False,1427713130,2015-03-30,2015,3,1,0,384,"['office365', 'business-intelligence', 'ssas-tabular', 'powerbi']",201503,3,Power BI
SharePoint list view security with export to excel,False,1427874453,2015-04-01,2015,4,1,0,1130,"['sharepoint-2013', 'excel-2013', 'powerquery', 'powerbi']",201504,3,Power BI
Yammer Analytics Data Export,True,1427882704,2015-04-01,2015,4,3,1,1801,"['api', 'analytics', 'business-intelligence', 'yammer', 'powerbi']",201504,3,Power BI
Refreshing Power BI SSAS dataset,True,1427937067,2015-04-02,2015,4,3,2,264,"['ssas', 'business-intelligence', 'powerbi']",201504,3,Power BI
Is it mandatory to have Sharepoint for publishing and distribution of reports developed using Power BI,False,1427952678,2015-04-02,2015,4,1,0,268,"['sharepoint', 'data-visualization', 'powerbi']",201504,3,Power BI
"Loading large datasets in Power BI Designer (Preview, 2.21)",True,1428260332,2015-04-05,2015,4,2,2,2067,['powerbi'],201504,3,Power BI
Power BI Bing Maps,False,1428385756,2015-04-07,2015,4,2,0,335,"['office365', 'powerbi']",201504,3,Power BI
Power Query Connection to mySQL running on Parallels - The handshake failed due to an unexpected packet format,True,1428970559,2015-04-14,2015,4,2,-3,658,"['mysql', '.net', 'parallels', 'powerquery', 'powerbi']",201504,3,Power BI
Sample functional code to push data from SQL to PowerBI in real time,False,1429211422,2015-04-16,2015,4,1,1,496,['powerbi'],201504,3,Power BI
Is there any way to create a table in existing dataset? Power BI REST API,True,1429230495,2015-04-17,2015,4,2,0,1207,['powerbi'],201504,3,Power BI
"Difference between PowerPivot, PowerQuery and PowerBI",True,1429264904,2015-04-17,2015,4,6,77,96028,"['powerpivot', 'powerquery', 'powerbi']",201504,3,Power BI
Power BI Datasets from REST API and PowerBI Designer,True,1429532821,2015-04-20,2015,4,1,5,1637,['powerbi'],201504,3,Power BI
Display Image in Power View and Power BI,False,1429595091,2015-04-21,2015,4,1,1,3567,"['binary-data', 'powerpivot', 'powerview', 'powerbi']",201504,3,Power BI
Is there an API for Power BI for Office 365 admin center?,True,1429617384,2015-04-21,2015,4,2,0,222,"['sharepoint', 'sharepoint-online', 'powerbi']",201504,3,Power BI
Power BI Office 365 - Forecasting - Don&#39;t see dot and Analysis tab on the right side,True,1429786262,2015-04-23,2015,4,1,0,110,"['powerview', 'powerbi']",201504,3,Power BI
MVC5 app using Azure Active Directory + REST API -- to auth for PowerBI / O365,True,1429792505,2015-04-23,2015,4,2,1,1317,"['oauth', 'asp.net-identity', 'azure-active-directory', 'powerbi', 'outlook-restapi']",201504,3,Power BI
Opensource alternative fo azure service bus and machine learning,True,1430309917,2015-04-29,2015,4,1,0,297,"['azure', 'notifications', 'machine-learning', 'azureservicebus', 'powerbi']",201504,3,Power BI
Power BI REST API: The remote server returned an error,False,1430829911,2015-05-05,2015,5,1,1,878,"['rest', 'azure', 'powerbi']",201505,3,Power BI
Using Multiple filters in DAX,True,1430936989,2015-05-06,2015,5,4,6,62878,"['excel', 'pivot', 'dax', 'powerbi']",201505,3,Power BI
PowerBI Preview cannot refresh workbook with Azure SQL datasource,True,1431003260,2015-05-07,2015,5,1,1,464,"['excel', 'powerbi']",201505,3,Power BI
Power BI REST API: Import data,True,1431090426,2015-05-08,2015,5,1,2,1330,['powerbi'],201505,3,Power BI
Power BI Tabular Sort Order,True,1431096361,2015-05-08,2015,5,2,3,994,['powerbi'],201505,3,Power BI
Power BI Designer Preview - No Data Load Settings,False,1431271129,2015-05-10,2015,5,1,0,181,['powerbi'],201505,3,Power BI
How to enable auto refresh functionality for Power BI designer file?,True,1431325065,2015-05-11,2015,5,1,0,1866,['powerbi'],201505,3,Power BI
Sort Months PowerBI Designer,True,1431334067,2015-05-11,2015,5,2,4,4868,"['sorting', 'date-sorting', 'powerbi']",201505,3,Power BI
how to join excel data with stream analytics data in power bi,True,1431432136,2015-05-12,2015,5,1,1,625,"['azure', 'powerbi', 'azure-stream-analytics', 'cortana-intelligence']",201505,3,Power BI
PowerBI reports and dashboard on-premise hosting,False,1431600078,2015-05-14,2015,5,2,0,1243,['powerbi'],201505,3,Power BI
Calculate the number of business days between two dates in power pivot,True,1431629953,2015-05-14,2015,5,3,2,11589,"['powerpivot', 'powerbi', 'dax']",201505,3,Power BI
Stream anaytics complain about type of data sent to powerbi,True,1432032587,2015-05-19,2015,5,2,2,301,"['azure', 'powerbi', 'azure-stream-analytics', 'cortana-intelligence']",201505,3,Power BI
Why power bi generating different datasets with same name,True,1432039695,2015-05-19,2015,5,1,0,280,"['azure', 'powerbi', 'azure-stream-analytics', 'cortana-intelligence']",201505,3,Power BI
Change the color of legends in Charts in power View,True,1432051192,2015-05-19,2015,5,1,0,3486,"['powerview', 'powerbi', 'powerquery']",201505,3,Power BI
Reuse Excel with calculated columns (PowerPivot) in 2 different SharePoint Online sites,False,1432108311,2015-05-20,2015,5,1,0,86,"['office365', 'powerpivot', 'sharepoint-online', 'powerbi']",201505,3,Power BI
How to send only the last value received from stream analytics to powerbi,True,1432128161,2015-05-20,2015,5,4,6,2285,"['azure', 'powerbi', 'azure-stream-analytics']",201505,3,Power BI
Maximum value of datetime field,True,1432626000,2015-05-26,2015,5,1,1,2784,"['powerbi', 'azure-stream-analytics', 'cortana-intelligence']",201505,3,Power BI
relationship filter in powerBI or powerpivot,True,1432791316,2015-05-28,2015,5,2,0,359,"['excel', 'powerpivot', 'powerbi', 'powerquery', 'ssas-tabular']",201505,3,Power BI
Strange powerbi behaviour cannot explore dataset,True,1433318631,2015-06-03,2015,6,2,0,156,"['powerbi', 'azure-stream-analytics', 'cortana-intelligence']",201506,3,Power BI
Calculating PERCENTILE in DAX,True,1433388770,2015-06-04,2015,6,1,0,2200,"['olap', 'powerpivot', 'dax', 'powerbi', 'ssas-tabular']",201506,3,Power BI
Embedding Microsoft Power BI into Liferay,False,1434035577,2015-06-11,2015,6,2,1,1710,"['liferay', 'liferay-6', 'liferay-ide', 'powerbi']",201506,3,Power BI
PowerBI hierarchy creation without the cloud,True,1434154142,2015-06-13,2015,6,1,0,1857,"['excel', 'hierarchy', 'powerpivot', 'powerview', 'powerbi']",201506,3,Power BI
Stream Analytic to PowerBI complains about PowerBIOutputAdapterTransientError,False,1434408960,2015-06-15,2015,6,1,0,71,"['azure', 'powerbi', 'azure-stream-analytics', 'cortana-intelligence']",201506,3,Power BI
How to create nested tiles in Power View,False,1434421630,2015-06-16,2015,6,2,1,499,"['excel', 'powerpivot', 'powerview', 'powerbi', 'powerquery']",201506,3,Power BI
How to link table row content to source in Power View,True,1434427185,2015-06-16,2015,6,1,1,122,"['excel', 'powerpivot', 'powerview', 'powerbi', 'powerquery']",201506,3,Power BI
BI Designer many to many relationship,True,1434463168,2015-06-16,2015,6,3,2,2233,['powerbi'],201506,3,Power BI
Microsoft Power BI Designer data model to Excel or PowerPivot,True,1434483386,2015-06-16,2015,6,3,0,338,"['excel', 'powerpivot', 'powerbi']",201506,3,Power BI
How can I connect datasets from machine learning to SQL database in Azure?,True,1434876356,2015-06-21,2015,6,2,0,563,"['machine-learning', 'powerbi', 'cortana-intelligence', 'azure-machine-learning-studio']",201506,3,Power BI
drilling from powerbi to ssrs,False,1435264860,2015-06-25,2015,6,1,0,861,"['sql-server', 'reporting-services', 'powerbi', 'drillthrough']",201506,3,Power BI
How do you connect an Azure Table Storage with Power BI through Stream Analytics?,False,1435290961,2015-06-26,2015,6,2,1,1918,"['azure', 'powerbi']",201506,3,Power BI
Stream Analytics,True,1435559618,2015-06-29,2015,6,1,1,244,"['powerbi', 'azure-stream-analytics', 'cortana-intelligence']",201506,3,Power BI
azure stream analytics not showing in powerBI,True,1435579485,2015-06-29,2015,6,2,0,657,"['azure', 'powerbi', 'azure-stream-analytics']",201506,3,Power BI
What is wrong with my Power BI Authentication process and webrequest?,True,1436197663,2015-07-06,2015,7,2,1,1760,"['java', 'azure', 'oauth-2.0', 'httprequest', 'powerbi']",201507,3,Power BI
Is it possible to push data into Microsoft PowerBI from Azure SQL Database using C#,True,1436439915,2015-07-09,2015,7,2,5,1157,"['c#', 'azure-sql-database', 'powerbi']",201507,3,Power BI
Why does Power BI Preview have an issue creating visualizations for my date table?,True,1436449651,2015-07-09,2015,7,1,0,155,['powerbi'],201507,3,Power BI
Does Microsoft Power BI Designer support SQL Server 2000 database as data source?,False,1436466289,2015-07-09,2015,7,3,0,2057,"['sql-server', 'datasource', 'designer', 'powerbi', 'msbi']",201507,3,Power BI
Power BI App Role based row filtering,False,1436521457,2015-07-10,2015,7,1,1,1162,"['ssas', 'tabular', 'powerbi', 'ssas-tabular']",201507,3,Power BI
How do I create a report with subtotals and a grand total in Power BI?,True,1436536754,2015-07-10,2015,7,2,5,9965,"['report', 'business-intelligence', 'subtotal', 'powerbi']",201507,3,Power BI
DAX Utilization % - Measure Formula,True,1436930017,2015-07-15,2015,7,1,0,1790,"['powerpivot', 'dax', 'powerbi', 'utilization']",201507,3,Power BI
PowerPivot DAX measure Filtering,True,1437307723,2015-07-19,2015,7,1,0,849,"['dax', 'powerbi']",201507,3,Power BI
DAX / PowerPivot - Handling Changing Sales Rep Targets When Promoted,False,1437401889,2015-07-20,2015,7,1,0,137,"['excel', 'powerpivot', 'dax', 'powerbi']",201507,3,Power BI
Creating a slicer using DAX in PowerView,False,1437423012,2015-07-20,2015,7,2,0,147,"['sql-server', 'dax', 'powerview', 'powerbi']",201507,3,Power BI
Power BI Data Source with Refresh ability,True,1437663584,2015-07-23,2015,7,2,2,2000,"['excel', 'bearer-token', 'powerbi', 'powerquery']",201507,3,Power BI
How to get Data from Node-RED/ Octoblu to Power BI,False,1437775322,2015-07-24,2015,7,2,0,1217,"['azure', 'powerbi', 'azure-eventhub', 'node-red', 'azure-stream-analytics']",201507,3,Power BI
Show Visual Studio Online Work Item Cycle Times,True,1438013369,2015-07-27,2015,7,1,0,779,"['azure-devops', 'powerbi']",201507,3,Power BI
Any idea by when the drill-down with charts feature will be available in Power BI?,True,1438160637,2015-07-29,2015,7,2,2,203,['powerbi'],201507,3,Power BI
DAX measure that counts the number of rows and weights each row by multiplying it with a value in a column,True,1438236162,2015-07-30,2015,7,1,1,626,"['powerpivot', 'dax', 'powerbi']",201507,3,Power BI
Using azure stream analytics with power BI,True,1438249233,2015-07-30,2015,7,1,2,324,"['c#', 'azure', 'powerbi', 'azure-stream-analytics']",201507,3,Power BI
System.Object type which is not supported by PBI (Power BI)service,True,1438321921,2015-07-31,2015,7,1,1,165,"['c#', 'azure', 'powerbi', 'azure-stream-analytics']",201507,3,Power BI
PowerBI dashboard on web interface,True,1438498829,2015-08-02,2015,8,1,1,248,"['sql-server', 'powerbi']",201508,3,Power BI
Is there documentation/an API for the PBix file format?,True,1438847434,2015-08-06,2015,8,1,11,2598,"['c#', 'azure', 'powerbi']",201508,3,Power BI
Powerbi rest api AddRows,True,1439750100,2015-08-16,2015,8,1,3,391,['powerbi'],201508,3,Power BI
Queries in Power BI,True,1439791350,2015-08-17,2015,8,3,6,552,"['dynamic', 'plsql', 'powerbi']",201508,3,Power BI
Power Query returns login form as resultset instead of content even after authentication,False,1439845680,2015-08-17,2015,8,1,1,1741,"['authentication', 'https', 'powerbi', 'powerquery']",201508,3,Power BI
Azure Stream Analytics and Power BI,True,1439888259,2015-08-18,2015,8,1,2,416,"['azure', 'powerbi', 'azure-stream-analytics']",201508,3,Power BI
Using PowerBI to visualize large amounts of data on a SQL Data Warehouse,True,1439913275,2015-08-18,2015,8,2,0,459,"['sql', 'powerbi', 'azure-sqldw']",201508,3,Power BI
Parsing a list of name value pairs in Power BI,True,1439949237,2015-08-19,2015,8,1,2,3211,"['powerbi', 'powerquery']",201508,3,Power BI
AD Authentication in Power BI,True,1440053653,2015-08-20,2015,8,1,2,1257,"['authentication', 'active-directory', 'powerbi']",201508,3,Power BI
"Azure Application insights for web, display unique users in power BI",True,1440077078,2015-08-20,2015,8,2,2,993,"['asp.net-mvc', 'azure', 'azure-application-insights', 'powerbi']",201508,3,Power BI
Map locations from ASA to powerbi,False,1440418189,2015-08-24,2015,8,2,0,188,"['powerbi', 'azure-stream-analytics']",201508,3,Power BI
Latest value in PowerBi from ASA,True,1440493811,2015-08-25,2015,8,1,3,1564,"['powerbi', 'azure-stream-analytics']",201508,3,Power BI
Unable to update a Power BI table schema through the API with or without ApiaryIO,True,1440554633,2015-08-26,2015,8,2,0,1072,"['powerbi', 'apiary.io']",201508,3,Power BI
Custom dashboard functionality,True,1440587040,2015-08-26,2015,8,1,0,184,['powerbi'],201508,3,Power BI
What is a recommended approach on Power BI designer files management,False,1440658794,2015-08-27,2015,8,2,1,123,['powerbi'],201508,3,Power BI
Authorization Oauth2 bad request for PowerBI user,True,1440740082,2015-08-28,2015,8,1,1,1679,"['oauth-2.0', 'azure-active-directory', 'powerbi']",201508,3,Power BI
PowerBI Visualizations: Debug + Quick Compile,False,1440799369,2015-08-28,2015,8,1,1,172,['powerbi'],201508,3,Power BI
Join types in Power BI designer,False,1440852928,2015-08-29,2015,8,1,1,251,"['data-modeling', 'powerbi']",201508,3,Power BI
I am facing difficulties to set parameters in power BI reports and in dashboards also,True,1440902234,2015-08-30,2015,8,2,0,423,['powerbi'],201508,3,Power BI
Can&#39;t get client-credentials access token to authorize Power BI,True,1441146617,2015-09-01,2015,9,4,17,10162,"['azure', 'adal', 'powerbi']",201509,3,Power BI
Error (404) Importing a PBIX file into a PowerBI Group,False,1441192172,2015-09-02,2015,9,1,0,154,['powerbi'],201509,3,Power BI
connect to sql server azure vm power query,False,1441261857,2015-09-03,2015,9,1,1,744,"['sql-server', 'azure', 'powerbi', 'powerquery']",201509,3,Power BI
Calculate number of full time equivalent employees using DAX measures,False,1441276722,2015-09-03,2015,9,2,0,1759,"['sql-server', 'powerpivot', 'dax', 'powerbi']",201509,3,Power BI
Calculated Measure Based on Condition in Dax,True,1441295549,2015-09-03,2015,9,2,0,4096,"['calculated-columns', 'powerpivot', 'dax', 'powerbi']",201509,3,Power BI
How to build a simple dataset for Microsoft Power BI?,False,1441709765,2015-09-08,2015,9,1,0,255,"['dictionary', 'mapping', 'metadata', 'powerbi']",201509,3,Power BI
No QUARTER() in DAX? Really?,True,1441743154,2015-09-08,2015,9,7,9,17663,"['ssas', 'business-intelligence', 'powerbi', 'dax', 'ssas-tabular']",201509,3,Power BI
Pass through Windows user for Datazen SQL Server data sources?,True,1441819604,2015-09-09,2015,9,1,1,1221,"['sql-server', 'permissions', 'powerbi', 'datazen-server']",201509,3,Power BI
Is column [x] number if so do convert to a number [y] or return blank,True,1441988987,2015-09-11,2015,9,2,1,66,"['office365', 'business-intelligence', 'dax', 'powerbi']",201509,3,Power BI
Add column with difference in days,False,1442309180,2015-09-15,2015,9,2,0,2421,['powerbi'],201509,3,Power BI
Day&#39;s Total Column in Power BI,False,1442459453,2015-09-17,2015,9,1,0,59,"['sql-server', 'business-intelligence', 'dax', 'powerbi']",201509,3,Power BI
Power-BI (online) odata-refresh not working,False,1442589127,2015-09-18,2015,9,1,0,668,"['odata', 'powerbi']",201509,3,Power BI
Configuring a dev machine to see PowerBI code demos (JSON support in Visual Studio 2015?),False,1442789540,2015-09-20,2015,9,2,0,287,"['json', 'powerbi']",201509,3,Power BI
"DAX (calculated column, related tables)",False,1442791258,2015-09-21,2015,9,1,0,741,"['dax', 'powerbi']",201509,3,Power BI
Issue adding rows into dataset of PowerBI using API,False,1442836175,2015-09-21,2015,9,1,0,631,['powerbi'],201509,3,Power BI
PowerBI - visuals: Project build errors,True,1442848910,2015-09-21,2015,9,1,1,391,"['visual-studio', 'powerbi']",201509,3,Power BI
Calculation for month number in time series data,False,1442871003,2015-09-21,2015,9,2,0,104,"['powerpivot', 'powerbi']",201509,3,Power BI
How do define custom displayNameGetter in PowerBI?,True,1442904810,2015-09-22,2015,9,1,2,234,"['visualization', 'powerbi']",201509,3,Power BI
Working with power pivot measures based on Access database?,True,1442986274,2015-09-23,2015,9,1,0,35,"['ms-access-2010', 'powerpivot', 'powerbi']",201509,3,Power BI
PowerBI Datetime filter acts like every other filter?,True,1443121593,2015-09-24,2015,9,1,1,397,"['datetime', 'filter', 'powerbi']",201509,3,Power BI
"Power BI , rest source , authentication and access (users)",True,1443260975,2015-09-26,2015,9,1,0,425,"['rest', 'https', 'powerbi']",201509,3,Power BI
Is the Power BI REST API limited to one company/organization?,True,1443554112,2015-09-29,2015,9,1,0,119,['powerbi'],201509,3,Power BI
Dynamic Join in Power Query (Excel),True,1443732648,2015-10-01,2015,10,3,0,799,"['excel', 'powerbi', 'powerquery', 'vba']",201510,3,Power BI
DAX model invoice running balance,True,1443772458,2015-10-02,2015,10,2,1,1269,"['powerpivot', 'dax', 'powerbi']",201510,3,Power BI
How to get complete dataset from Ms Dynamics CRM into Power BI for office365?,False,1443792621,2015-10-02,2015,10,1,0,128,"['crm', 'business-intelligence', 'dynamics-crm-2015', 'powerbi']",201510,3,Power BI
Calling Power BI REST API from an unattended process,False,1443880691,2015-10-03,2015,10,1,0,164,"['azure', 'azure-active-directory', 'powerbi']",201510,3,Power BI
Averaging a measure/create a table from measure DAX,True,1444136101,2015-10-06,2015,10,1,0,1618,"['dax', 'powerbi']",201510,3,Power BI
Power Query - extracting only visible/filtered cells from an excel file,True,1444295887,2015-10-08,2015,10,2,1,1996,"['powerbi', 'powerquery']",201510,3,Power BI
Incorporating Infographics from Power BI contest,True,1444404125,2015-10-09,2015,10,1,1,530,"['typescript', 'powerbi']",201510,3,Power BI
Rescale Dataset using Power BI,True,1444680688,2015-10-12,2015,10,1,1,214,['powerbi'],201510,3,Power BI
Install npgsql for PowerBI,True,1445021329,2015-10-16,2015,10,2,1,3401,"['powerpivot', 'npgsql', 'powerbi', 'powerquery']",201510,3,Power BI
Persist Authentication in Web App with Power BI,True,1445261936,2015-10-19,2015,10,1,1,137,"['authentication', 'persistence', 'powerbi']",201510,3,Power BI
Connecting Power BI to Postgresql throw a duplicate key error,True,1445271340,2015-10-19,2015,10,2,1,895,"['powerpivot', 'npgsql', 'powerbi', 'powerquery']",201510,3,Power BI
Npgsql 3.0.3 error with Power BI Desktop,True,1445393489,2015-10-21,2015,10,5,9,7834,"['postgresql', 'ssl', 'npgsql', 'powerbi']",201510,3,Power BI
Power BI Dashboard &quot;Too Many Values&quot;,True,1445414981,2015-10-21,2015,10,1,3,3098,"['office365', 'business-intelligence', 'powerbi']",201510,3,Power BI
Using PowerBI tiles in another application,False,1445427673,2015-10-21,2015,10,1,-1,337,['powerbi'],201510,3,Power BI
Why can I not share a Power BI report outside my organization?,True,1445529735,2015-10-22,2015,10,1,3,3831,"['powerpivot', 'powerbi']",201510,3,Power BI
Web.Contents + Uri.EscapeDatastring = PARSER ERROR. PQ converts &quot;%2F&quot; to &quot;/&quot; but shouldn&#39;t,True,1445658854,2015-10-24,2015,10,1,0,422,"['powerbi', 'powerquery']",201510,3,Power BI
DAX TOTALYTD on two different cadandars,True,1445794600,2015-10-25,2015,10,1,0,231,"['excel', 'dax', 'powerbi', 'powerquery']",201510,3,Power BI
Adding data label in D3 Line chart (for Power BI),True,1445869237,2015-10-26,2015,10,2,1,514,"['d3.js', 'powerbi']",201510,3,Power BI
Count number of occurrences in a column,True,1446023533,2015-10-28,2015,10,3,2,14604,"['dax', 'powerbi']",201510,3,Power BI
PowerBI Custom Visuals defaulting (Chiclet Slicer),False,1446036058,2015-10-28,2015,10,1,0,508,['powerbi'],201510,3,Power BI
Connecting Power BI desktop from Virtual Machine to Ubuntu,False,1446043162,2015-10-28,2015,10,1,1,1527,"['mysql', 'ubuntu', 'lamp', 'powerbi']",201510,3,Power BI
Drilldowns not carrying filters,True,1446131514,2015-10-29,2015,10,1,1,93,"['drilldown', 'powerbi']",201510,3,Power BI
Integrate Power BI tiles to my web app,True,1446175882,2015-10-30,2015,10,1,1,713,"['iframe', 'embed', 'azure-active-directory', 'powerbi']",201510,3,Power BI
Cannot publish dashboard to PowerBI,True,1446212455,2015-10-30,2015,10,1,0,577,"['azure', 'powerbi']",201510,3,Power BI
Power BI Different style in dashboard than Developer tools Preview Options,True,1446461664,2015-11-02,2015,11,1,2,791,"['d3.js', 'svg', 'typescript', 'powerbi', 'bullet-chart']",201511,3,Power BI
PBI Data parameters,False,1446546572,2015-11-03,2015,11,2,0,392,"['parameters', 'filter', 'powerbi']",201511,3,Power BI
embed Power Bi dashboards view into CRM,True,1446565382,2015-11-03,2015,11,1,1,564,"['sharepoint', 'dynamics-crm-2015', 'powerbi']",201511,3,Power BI
Can I Use The Same PowerBI (Desktop) For Different Sources,True,1446608935,2015-11-04,2015,11,1,2,1027,['powerbi'],201511,3,Power BI
Power BI how to create and add new visualization to PowerBIVisualsPlayground?,True,1446646102,2015-11-04,2015,11,1,2,309,['powerbi'],201511,3,Power BI
Export custom visualization into .pbiviz for PowerBI desktop import,True,1446652121,2015-11-04,2015,11,2,0,4646,['powerbi'],201511,3,Power BI
Condition IF In Power Query&#39;s Advanced Editor,True,1446660885,2015-11-04,2015,11,3,0,14408,"['excel', 'if-statement', 'powerbi', 'powerquery']",201511,3,Power BI
Assigning value to a string in Power Query,True,1446675324,2015-11-04,2015,11,1,1,278,"['excel', 'if-statement', 'powerbi', 'powerquery']",201511,3,Power BI
Why do PowerPivots with multiple sources not show the correct data unless something is added to the Values list?,True,1446734647,2015-11-05,2015,11,1,0,39,"['excel', 'powerpivot', 'powerbi']",201511,3,Power BI
Power BI and JSON data,True,1446805831,2015-11-06,2015,11,3,4,10406,"['json', 'powerbi']",201511,3,Power BI
How to show Power BI dashboard in MVC application without using Azure,True,1446883163,2015-11-07,2015,11,1,1,4291,"['asp.net-mvc', 'asp.net-mvc-5', 'powerbi']",201511,3,Power BI
Power BI Table Matrix Visualization with alternate Colors,True,1446890776,2015-11-07,2015,11,1,2,502,"['office365', 'powerbi']",201511,3,Power BI
Power BI - using downloaded visuals,True,1447082887,2015-11-09,2015,11,1,2,349,"['visualization', 'powerbi']",201511,3,Power BI
how to use slicer from a different table in powerpivot,True,1447104617,2015-11-09,2015,11,1,0,490,"['powerpivot', 'powerbi', 'powerquery', 'excel-2016']",201511,3,Power BI
SSRS2016 - PowerBI Integration - Pin to PowerBI icon not available from Report Manager,False,1447301704,2015-11-12,2015,11,1,0,216,"['reporting-services', 'powerbi', 'sql-server-2016']",201511,3,Power BI
put some data on dashboard on real-time Power BI,True,1447609854,2015-11-15,2015,11,1,1,502,"['business-intelligence', 'powerbi']",201511,3,Power BI
Power BI Desktop vs Web Client,True,1447764960,2015-11-17,2015,11,1,3,2384,['powerbi'],201511,3,Power BI
Azure stream analytics - Last() function always equals timestamp,True,1447769553,2015-11-17,2015,11,1,0,650,"['azure', 'powerbi', 'azure-stream-analytics']",201511,3,Power BI
Power BI Service Enable in Azure,True,1447841811,2015-11-18,2015,11,2,1,361,"['azure', 'powerbi']",201511,3,Power BI
Does Power Query support Accept-Encoding: gzip in Web.Contents()?,True,1447881718,2015-11-18,2015,11,2,0,1330,"['powerbi', 'powerquery']",201511,3,Power BI
Can Power BI add range selection to a Line Chart?,True,1448008003,2015-11-20,2015,11,1,2,1993,['powerbi'],201511,3,Power BI
