title,is_answered,creation_timestamp,creation_date,year,month,answer_count,score,view_count,tags,year_month,comparative_year,Technology
How to move SQL Server 2008 to the cloud?,True,1258059306,2009-11-12,2009,11,1,1,421,"['sql-server-2008', 'hosting', 'cloud', 'azure-sql-database']",200911,0,Azure SQL Database
SQLBulkCopy connection errors when working with SQL Azure,True,1259222264,2009-11-26,2009,11,1,4,1379,"['sqlbulkcopy', 'azure-sql-database']",200911,0,Azure SQL Database
How to reconnect to a lost connection when it is lost using Linq to SQl automagically,True,1259361794,2009-11-27,2009,11,3,3,1212,"['c#', '.net', 'sql-server', 'linq-to-sql', 'azure-sql-database']",200911,0,Azure SQL Database
Is the Entity Framework compatible with SQL Azure?,True,1260613434,2009-12-12,2009,12,3,4,3986,"['entity-framework', 'azure-sql-database']",200912,0,Azure SQL Database
Running SQL Azure as a Cluster Node,True,1261087487,2009-12-17,2009,12,1,1,409,"['.net', 'asp.net', 'azure-sql-database']",200912,0,Azure SQL Database
SQL Azure Reporting,True,1261146987,2009-12-18,2009,12,4,2,1541,"['reporting-services', 'reporting', 'azure-sql-database']",200912,0,Azure SQL Database
SQL Azure Profiling,True,1261156727,2009-12-18,2009,12,8,37,24005,"['azure', 'profiling', 'azure-sql-database', 'profiler']",200912,0,Azure SQL Database
Migrate SQL Server database to SQL Azure,True,1261406660,2009-12-21,2009,12,6,25,10936,"['azure', 'azure-sql-database']",200912,0,Azure SQL Database
SQL Azure table size,True,1261636746,2009-12-24,2009,12,3,59,27465,"['azure', 'size', 'azure-sql-database']",200912,0,Azure SQL Database
SQL Azure and READ_COMMITTED_SNAPSHOT,True,1263126348,2010-01-10,2010,1,1,5,3074,"['performance', 'azure-sql-database', 'read-committed-snapshot']",201001,1,Azure SQL Database
SQL Azure Backups,True,1263251395,2010-01-11,2010,1,9,11,3672,"['azure-sql-database', 'database-backups']",201001,1,Azure SQL Database
Elmah does not log any error message,True,1263823449,2010-01-18,2010,1,1,3,761,"['azure', 'elmah', 'azure-sql-database']",201001,1,Azure SQL Database
Converting a large SQL Server Database to Azure Storage,False,1265124294,2010-02-02,2010,2,1,0,835,"['azure-sql-database', 'azure-table-storage']",201002,1,Azure SQL Database
SQL Azure and VS 2010B2 or SSMSE 2008,True,1265823574,2010-02-10,2010,2,1,1,261,"['sql', 'connection', 'visual-studio-2010', 'azure-sql-database']",201002,1,Azure SQL Database
Is there a definitive list for the differences between the current version of SQL Azure and SQL Server 2008?,True,1267452167,2010-03-01,2010,3,3,2,281,"['sql-server', 'azure', 'azure-sql-database']",201003,1,Azure SQL Database
NHibernate with Sql Azure and Sharding,True,1267543913,2010-03-02,2010,3,1,8,1630,"['nhibernate', 'azure', 'sharding', 'azure-sql-database']",201003,1,Azure SQL Database
SQL Enterprise Manager R2,True,1267590265,2010-03-03,2010,3,1,0,497,"['sql-server', 'azure-sql-database', 'ssms']",201003,1,Azure SQL Database
Is Multiple Active Result Sets (MARS) supported on Azure SQL Database?,True,1268043538,2010-03-08,2010,3,3,4,2143,"['azure', 'azure-sql-database']",201003,1,Azure SQL Database
Calling SQL Azure&#39;s stored procedure in silverlight,True,1268123680,2010-03-09,2010,3,2,0,885,"['php', 'silverlight', 'service', 'azure-sql-database']",201003,1,Azure SQL Database
Which ORM to use with SQL Azure?,True,1268385764,2010-03-12,2010,3,7,21,3028,"['.net', 'linq', 'orm', 'azure', 'azure-sql-database']",201003,1,Azure SQL Database
Create a user-defined aggregate without SQL CLR,True,1270652509,2010-04-07,2010,4,2,1,856,"['sql-server', 'tsql', 'azure-sql-database', 'aggregate']",201004,1,Azure SQL Database
TransactionScope() in Sql Azure,True,1270783795,2010-04-09,2010,4,2,2,5163,"['transactionscope', 'azure-sql-database']",201004,1,Azure SQL Database
Does anyone have a backup strategy for SQL Azure databases?,True,1271249777,2010-04-14,2010,4,4,6,993,"['sql-server', 'sql-server-2008', 'azure-sql-database']",201004,1,Azure SQL Database
Azure Tables or SQL Azure?,True,1271309092,2010-04-15,2010,4,11,23,4537,"['azure', 'azure-sql-database', 'azure-table-storage']",201004,1,Azure SQL Database
What is the best way to estimate how much memory a row will require?,True,1271708488,2010-04-19,2010,4,1,0,233,"['sql-server', 'azure-sql-database']",201004,1,Azure SQL Database
LINQ to SQL vs Entity Framework for an app with a future SQL Azure version,True,1271732906,2010-04-20,2010,4,2,1,506,"['linq-to-sql', 'entity-framework', 'linq-to-entities', 'azure-sql-database']",201004,1,Azure SQL Database
Has anyone wrote a SQL Azure data provider for Graffiti CMS 1.3,False,1272037534,2010-04-23,2010,4,1,1,166,"['azure-sql-database', 'graffiticms']",201004,1,Azure SQL Database
Using 2 differecnt DB&#39;s in same SP in SQL Azure,True,1272973157,2010-05-04,2010,5,2,0,238,['azure-sql-database'],201005,1,Azure SQL Database
In SQL Azure how can I create a read only user,True,1273101593,2010-05-06,2010,5,3,38,33339,"['sql', 'sql-server', 'tsql', 'azure-sql-database']",201005,1,Azure SQL Database
"log4net ADO.NET Appender works on Dev Fabric, but fails silently on Azure",True,1274197787,2010-05-18,2010,5,3,6,2469,"['.net', 'log4net', 'azure', 'azure-sql-database']",201005,1,Azure SQL Database
Multi-tenant application on Windows Azure,True,1274350138,2010-05-20,2010,5,3,1,699,['azure-sql-database'],201005,1,Azure SQL Database
I can&#39;t  use a database in SQL Azure,True,1274781728,2010-05-25,2010,5,3,10,14808,"['sql-server', 'azure-sql-database']",201005,1,Azure SQL Database
Keep local MS SQL 2008 DB table and remote SQL Azure DB table in sync,True,1275508524,2010-06-02,2010,6,3,0,665,"['c#', 'sql', 'sql-server-2008', 'azure-sql-database']",201006,1,Azure SQL Database
SQL server - extract and run queries on 20GB data,True,1275661693,2010-06-04,2010,6,3,0,318,"['sql-server', 'azure', 'azure-sql-database']",201006,1,Azure SQL Database
Learning SQL &amp; Microsoft Data Services stack - Where to start?,False,1276138169,2010-06-10,2010,6,1,1,106,"['wcf-data-services', 'azure-sql-database']",201006,1,Azure SQL Database
Connection to SQL Azure with Delphi?,True,1276265189,2010-06-11,2010,6,1,4,2949,"['delphi', 'azure-sql-database']",201006,1,Azure SQL Database
Why doesn&#39;t Microsoft support OLE DB connections to SQL Azure?,True,1277132716,2010-06-21,2010,6,3,10,5704,"['delphi', 'azure', 'oledb', 'ado', 'azure-sql-database']",201006,1,Azure SQL Database
select top 10 longest posts,True,1277220488,2010-06-22,2010,6,7,1,563,"['odata', 'azure-sql-database']",201006,1,Azure SQL Database
How to manipulate SQL Azure database through pure REST calls,True,1277709457,2010-06-28,2010,6,1,1,964,"['sql', 'rest', 'azure-sql-database']",201006,1,Azure SQL Database
Uploading large files in SQL azure,True,1277876054,2010-06-30,2010,6,1,0,437,"['sql', 'azure-sql-database']",201006,1,Azure SQL Database
Connecting SqlAzure database in conventional way,True,1278064915,2010-07-02,2010,7,1,0,344,"['database', 'web-applications', 'silverlight-3.0', 'azure', 'azure-sql-database']",201007,1,Azure SQL Database
Sql 2008 Developer to Sql Azure Migration,True,1278327508,2010-07-05,2010,7,1,1,390,"['sql', 'sql-server-2008', 'migration', 'azure', 'azure-sql-database']",201007,1,Azure SQL Database
How to port WCF/SQL app to (SQL) Azure cloud?,True,1278941147,2010-07-12,2010,7,1,0,379,"['sql-server', 'wcf', 'azure', 'azure-sql-database']",201007,1,Azure SQL Database
What is the difference between SQL Azure and SQL Server 2008?,True,1279007910,2010-07-13,2010,7,3,23,14799,"['c#', 'sql', 'azure', 'azure-sql-database']",201007,1,Azure SQL Database
SQL Azure: What will happen if size of my SQL Azure get 5GB?,True,1279189295,2010-07-15,2010,7,2,14,5121,"['sql', 'azure', 'azure-sql-database']",201007,1,Azure SQL Database
Using Azure SQL Services from a Mac?,True,1279564125,2010-07-19,2010,7,9,11,16455,"['macos', 'odbc', 'azure', 'azure-sql-database', 'unixodbc']",201007,1,Azure SQL Database
Are there any issues and/or gotchas going from SQL Server Express 2008 to SQL Azure?,True,1280164688,2010-07-26,2010,7,2,0,193,"['sql', 'sql-server', 'azure', 'azure-sql-database']",201007,1,Azure SQL Database
Upgrading SQL Azure database size,True,1280269231,2010-07-27,2010,7,4,16,11010,"['azure', 'azure-sql-database']",201007,1,Azure SQL Database
"Migrating from &quot;SQL Server&quot; to &quot;SQL Azure, while already using &quot;Linq to SQL&quot;",True,1280387966,2010-07-29,2010,7,1,4,773,"['azure', 'azure-sql-database']",201007,1,Azure SQL Database
Is SQL Azure PCI-DSS Compliant?,True,1280633584,2010-08-01,2010,8,7,16,5455,"['security', 'cloud', 'azure-sql-database', 'pci-dss']",201008,1,Azure SQL Database
Azure SQL Database Web vs Business Edition,True,1281116966,2010-08-06,2010,8,4,63,17839,"['azure', 'azure-sql-database']",201008,1,Azure SQL Database
Need to store 128 *bit* Primary Key: Should I use SQL Azure or Azure Table? Or Just use a linked list in Azure Blob,True,1281186887,2010-08-07,2010,8,3,1,486,"['amazon-s3', 'azure', 'ipv6', 'azure-sql-database', 'azure-storage']",201008,1,Azure SQL Database
How to convert MySQL to SQL Azure? ( Wordpress database ),True,1281498545,2010-08-11,2010,8,1,3,532,"['mysql', 'wordpress', 'azure', 'azure-sql-database']",201008,1,Azure SQL Database
How do I migrate a SQL MDF File to a production SQL Server? (ASP.NET),True,1282171440,2010-08-18,2010,8,3,1,2029,"['asp.net', 'sql', 'azure-sql-database', 'mdf']",201008,1,Azure SQL Database
Sync Provider for SQL Azure,True,1282750808,2010-08-25,2010,8,1,0,215,"['sql-server', 'microsoft-sync-framework', 'azure-sql-database']",201008,1,Azure SQL Database
Entity Framework Many-to-Many Clustered vs. Nonclustered Index,True,1282752526,2010-08-25,2010,8,1,8,1487,"['entity-framework', 'azure-sql-database']",201008,1,Azure SQL Database
Why and when do I need Azure?,True,1283261724,2010-08-31,2010,8,6,9,5227,"['.net', 'azure', 'cloud', 'azure-sql-database']",201008,1,Azure SQL Database
How does ServiceConfiguration.cscfg and ServiceDefinition.csdef play with WebConfig in Azure?,True,1284112062,2010-09-10,2010,9,2,3,2361,"['database', 'azure', 'connection-string', 'azure-sql-database']",201009,1,Azure SQL Database
How to convert a web app with indvidual DBs to a cloud with a single DB?,True,1285692917,2010-09-28,2010,9,2,5,535,"['azure', 'cloud', 'azure-sql-database']",201009,1,Azure SQL Database
"Performance - Table Service, SQL Azure - insert. Query speed on large amount of data",True,1286368279,2010-10-06,2010,10,2,12,3912,"['azure', 'azure-sql-database', 'azure-storage']",201010,1,Azure SQL Database
MS SQL - Is using geometry data type to find distance significantly faster?,True,1287494378,2010-10-19,2010,10,3,3,3494,"['sql-server', 'geospatial', 'azure-sql-database', 'stored-functions']",201010,1,Azure SQL Database
How do I manage and publish a database with my MVC2 application on Azure?,True,1288116484,2010-10-26,2010,10,3,1,519,"['c#', 'sql', 'azure', 'azure-sql-database']",201010,1,Azure SQL Database
Is it possible to use Entity Framework with Windows Azure development storage service?,True,1289490247,2010-11-11,2010,11,2,6,3204,"['entity-framework', 'c#-4.0', 'azure', 'azure-sql-database']",201011,1,Azure SQL Database
SQL Server equivalent of SQL Azure DBCOPY (&quot;AS COPY OF&quot;),True,1289533429,2010-11-12,2010,11,1,1,407,"['sql-server', 'sql-server-2008', 'azure-sql-database']",201011,1,Azure SQL Database
Azure connection string best practices,True,1289878286,2010-11-16,2010,11,5,50,15100,"['azure', 'azure-sql-database', 'connection-string', 'application-settings', 'staging']",201011,1,Azure SQL Database
what is cloud-based relational database,True,1290703750,2010-11-25,2010,11,4,3,560,"['azure', 'cloud', 'azure-sql-database']",201011,1,Azure SQL Database
Uploading blob file to parse it and insert rows in sql azure,True,1290955370,2010-11-28,2010,11,1,2,2042,"['azure', 'azure-sql-database', 'azure-blob-storage']",201011,1,Azure SQL Database
sqlsvr driver problems,True,1291114139,2010-11-30,2010,11,2,0,521,"['php', 'azure', 'azure-sql-database']",201011,1,Azure SQL Database
"Real World Windows Azure Costing Examples, Anyone?",True,1291122240,2010-11-30,2010,11,3,4,5122,"['azure', 'azure-sql-database']",201011,1,Azure SQL Database
SubSonic and SQL Azure,True,1291227033,2010-12-01,2010,12,2,0,187,"['subsonic', 'data-access-layer', 'azure-sql-database', 'telerik-open-access']",201012,1,Azure SQL Database
SQL duration time calculation,True,1291728128,2010-12-07,2010,12,4,3,1711,"['sql-server', 'tsql', 'sql-server-2008', 'azure-sql-database']",201012,1,Azure SQL Database
Connecting to Sql Azure with Entity Framework &quot;Code First&quot; ctp 5,True,1292170432,2010-12-12,2010,12,3,2,772,"['entity-framework-4', 'linq-to-entities', 'azure-sql-database']",201012,1,Azure SQL Database
How long an Azure&#39; web role can stay active?,True,1293128985,2010-12-23,2010,12,2,2,335,"['upload', 'azure', 'azure-sql-database']",201012,1,Azure SQL Database
Lucene.NET + Azure + AzureDirectory or something else?,True,1293632816,2010-12-29,2010,12,3,5,1925,"['full-text-search', 'azure', 'lucene.net', 'azure-sql-database']",201012,1,Azure SQL Database
create table in sql azure/sql server 2008 from mysql,False,1293649264,2010-12-29,2010,12,1,0,160,"['mysql', 'azure', 'azure-sql-database']",201012,1,Azure SQL Database
SQL Azure &amp; VB.NET ?,True,1293762496,2010-12-31,2010,12,3,1,1133,"['azure', 'azure-sql-database']",201012,1,Azure SQL Database
"EF4, MVC 3, Azure and Code First or Traditional",True,1294584897,2011-01-09,2011,1,4,1,828,"['asp.net-mvc', 'azure', 'azure-sql-database', 'ef4-code-only']",201101,2,Azure SQL Database
getting error &quot;Could not find stored procedure &#39;sp_OACreate&#39;&quot; in Sql Azure,True,1294918718,2011-01-13,2011,1,2,8,4518,"['sql-server', 'stored-procedures', 'sql-server-2008-r2', 'azure-sql-database']",201101,2,Azure SQL Database
Controlling azure worker roles concurrency in multiple instance,True,1294942073,2011-01-13,2011,1,4,9,3608,"['azure', 'azure-sql-database', 'azure-worker-roles']",201101,2,Azure SQL Database
SQL Azure database using SQL Server Management Studio,True,1295017577,2011-01-14,2011,1,2,8,4187,"['sql', 'sql-server', 'azure-sql-database']",201101,2,Azure SQL Database
How to GRANT permissions to a SQL role to create and manage temp tables,True,1295382572,2011-01-18,2011,1,3,3,9486,"['sql', 'tsql', 'azure-sql-database']",201101,2,Azure SQL Database
SQL Design: need ability to add custom &quot;columns&quot; to a table using a fixed schema,True,1295666709,2011-01-22,2011,1,2,1,797,"['sql', 'sql-server', 'database-design', 'azure-sql-database']",201101,2,Azure SQL Database
Deploying a Data-Tier Project on SQL Azure - Pre and Post Deployment use the master DB,False,1295795931,2011-01-23,2011,1,1,4,262,"['.net', 'visual-studio-2010', 'azure', 'azure-sql-database', 'data-tier-applications']",201101,2,Azure SQL Database
What tool can I use to easily manage data within a cloud database (Azure/SimpleDB/etc)?,True,1295991795,2011-01-25,2011,1,4,1,379,"['database', 'google-app-engine', 'web-applications', 'azure-sql-database', 'amazon-simpledb']",201101,2,Azure SQL Database
ASP.NET Custom Profile Error,True,1296258523,2011-01-28,2011,1,1,2,1524,"['c#', 'wcf', 'asp.net-membership', 'azure-sql-database', 'asp.net-profiles']",201101,2,Azure SQL Database
Fluent NHibernate: How to create a clustered index on a Many-to-Many Join Table?,True,1296606782,2011-02-02,2011,2,4,3,2138,"['sql', 'nhibernate', 'fluent-nhibernate', 'azure-sql-database']",201102,2,Azure SQL Database
SQL Azure server as unit of billing,True,1296933023,2011-02-05,2011,2,2,1,911,"['azure', 'azure-sql-database']",201102,2,Azure SQL Database
SQL Azure Project in Visual Studio 2010,False,1296965002,2011-02-06,2011,2,1,0,691,"['visual-studio-2010', 'azure-sql-database']",201102,2,Azure SQL Database
Migrating database to SQL Azure,True,1297083970,2011-02-07,2011,2,3,2,725,"['azure', 'azure-sql-database']",201102,2,Azure SQL Database
When should I use Sql Azure and when should I use table Storage?,True,1297147934,2011-02-08,2011,2,5,75,13774,"['azure', 'azure-sql-database', 'azure-storage', 'azure-table-storage']",201102,2,Azure SQL Database
SQL Azure Sharding and Social Networking Apps,False,1297429719,2011-02-11,2011,2,1,0,618,"['guid', 'social-networking', 'biginteger', 'azure-sql-database', 'sharding']",201102,2,Azure SQL Database
My Azure Web Application has no access to my SQL Azure DB,True,1297807980,2011-02-15,2011,2,2,0,2043,"['azure', 'firewall', 'azure-sql-database']",201102,2,Azure SQL Database
Failure to create a SQL Azure login with SMO,True,1297883038,2011-02-16,2011,2,1,2,1110,"['sql', 'smo', 'azure-sql-database']",201102,2,Azure SQL Database
SQL Azure : Connection to SQL Azure throws exception,True,1298293847,2011-02-21,2011,2,5,6,5124,"['sql', 'sql-server', 'ado.net', 'azure-sql-database']",201102,2,Azure SQL Database
SQL Azure + Entity Framework - What&#39;s the Pattern?,False,1298326789,2011-02-21,2011,2,0,2,334,"['entity-framework', 'azure-sql-database']",201102,2,Azure SQL Database
sending email from sql azure,True,1298795322,2011-02-27,2011,2,3,4,8436,"['sql', 'stored-procedures', 'triggers', 'azure-sql-database']",201102,2,Azure SQL Database
What are possible solutions to implement fulltext search in Azure?,True,1298943185,2011-03-01,2011,3,1,3,876,"['asp.net', 'asp.net-mvc-2', 'full-text-search', 'azure-sql-database']",201103,2,Azure SQL Database
Why would this stored proc not work right once in a while?,True,1299040256,2011-03-02,2011,3,2,0,118,"['sql-server', 'stored-procedures', 'azure-sql-database']",201103,2,Azure SQL Database
SQL Azure failover,True,1299068244,2011-03-02,2011,3,1,2,1424,"['azure', 'azure-sql-database']",201103,2,Azure SQL Database
Amazon EC2 prices for Windows Instance?,True,1299234397,2011-03-04,2011,3,4,2,2624,"['azure', 'amazon-s3', 'amazon-ec2', 'cloud', 'azure-sql-database']",201103,2,Azure SQL Database
Entity Framework &quot;Invalid attempt to read when no data is present&quot; with &#39;large&#39; data on Azure,True,1300187015,2011-03-15,2011,3,2,7,3717,"['.net', 'entity-framework', 'azure-sql-database']",201103,2,Azure SQL Database
Can SQL Azure scale without any specific technique or administration (partitioning/replication...)?,True,1300344970,2011-03-17,2011,3,2,2,1266,"['scalability', 'requirements', 'administration', 'azure-sql-database']",201103,2,Azure SQL Database
My Winform project using Linq 2 SQL data access to Azure,True,1300373988,2011-03-17,2011,3,1,2,370,"['winforms', 'linq-to-sql', 'c#-3.0', 'azure-sql-database']",201103,2,Azure SQL Database
Designing a scalable points leaderboard system using SQL Server,True,1300413755,2011-03-18,2011,3,3,2,1559,"['sql', 'database', 'database-design', 'azure', 'azure-sql-database']",201103,2,Azure SQL Database
Problem with DTO in Azure serialization,True,1300785218,2011-03-22,2011,3,1,1,199,"['.net', 'azure', 'azure-sql-database']",201103,2,Azure SQL Database
How do I develop for Azure without using a live SQL Azure instance?,True,1300798364,2011-03-22,2011,3,2,1,2737,"['azure', 'azure-sql-database']",201103,2,Azure SQL Database
Is there a way to prevent billing in Windows Azure trial offers?,True,1300815751,2011-03-22,2011,3,3,1,1149,"['azure', 'azure-sql-database']",201103,2,Azure SQL Database
Visual Studio Database Project and SQL Azure,True,1300934669,2011-03-24,2011,3,3,13,4265,"['visual-studio-2010', 'azure', 'azure-sql-database', 'database-project']",201103,2,Azure SQL Database
SQL Azure Inter Geographic Data-Center Transfer Pricing,True,1300943153,2011-03-24,2011,3,2,1,319,"['sql', 'windows', 'azure', 'cloud', 'azure-sql-database']",201103,2,Azure SQL Database
Symfony: Build doctrine schema out of sql azure db,True,1300980980,2011-03-24,2011,3,2,0,614,"['symfony1', 'doctrine', 'odbc', 'azure-sql-database']",201103,2,Azure SQL Database
How do I copy SQL Azure database to my local development server?,True,1301413765,2011-03-29,2011,3,22,198,122963,"['sql-server', 'azure', 'azure-sql-database', 'database-migration']",201103,2,Azure SQL Database
What LARGE (high amounts of data and usage) applications/websites are already hosted on Azure?,True,1301500007,2011-03-30,2011,3,1,2,349,"['azure', 'azure-sql-database', 'azure-storage']",201103,2,Azure SQL Database
Calling a stored procedure in parallel to increase a counter and ensure atomic increments,True,1301625233,2011-04-01,2011,4,5,1,3077,"['sql-server-2008', 'concurrency', 'locking', 'parallel-processing', 'azure-sql-database']",201104,2,Azure SQL Database
SQL Azure for extremely large databases,True,1301686682,2011-04-01,2011,4,4,3,1642,"['sql-server-2008', 'azure-sql-database', 'cloud-hosting']",201104,2,Azure SQL Database
Windows Azure in Turkey,True,1301697984,2011-04-01,2011,4,1,0,1223,"['azure', 'azure-sql-database']",201104,2,Azure SQL Database
How do I secure a connection from a web role to SQL Azure?,True,1301928895,2011-04-04,2011,4,2,0,438,"['azure', 'azure-sql-database', 'azure-worker-roles']",201104,2,Azure SQL Database
Running two instances of Azure VM,True,1302159007,2011-04-07,2011,4,2,1,291,"['sharepoint-2010', 'azure', 'azure-sql-database', 'azure-storage', 'azure-blob-storage']",201104,2,Azure SQL Database
Architecture for microsoft azure. CSV to SQL,True,1302166214,2011-04-07,2011,4,2,3,1271,"['csv', 'azure', 'azure-sql-database', 'azure-storage', 'azure-worker-roles']",201104,2,Azure SQL Database
Translate SQL Server 2008 Cursor Variables to SQL Azure,True,1302627819,2011-04-12,2011,4,1,1,2136,"['sql-server', 'azure', 'azure-sql-database']",201104,2,Azure SQL Database
How can I change primary key on SQL Azure,True,1302675320,2011-04-13,2011,4,5,19,10858,['azure-sql-database'],201104,2,Azure SQL Database
Azure SQL: Keep alive option,True,1302726942,2011-04-13,2011,4,1,1,2900,"['sql-server', 'azure', 'azure-sql-database']",201104,2,Azure SQL Database
Azure Table Storage - Entity Design Best Practices Question,True,1302779814,2011-04-14,2011,4,4,10,7669,"['azure', 'azure-sql-database', 'azure-storage', 'azure-table-storage']",201104,2,Azure SQL Database
Entity Framework - SQL Azure Retry Policy,True,1303132348,2011-04-18,2011,4,5,15,6093,"['c#', 'sql', 'entity-framework', 'azure-sql-database']",201104,2,Azure SQL Database
"Entity Framework 4, SQL Azure, one DB per customer or prefix the tables?",True,1303202581,2011-04-19,2011,4,1,1,310,"['entity-framework', 'entity', 'azure-sql-database']",201104,2,Azure SQL Database
Sql Azure - separate servers?,True,1303336432,2011-04-20,2011,4,9,18,5925,"['sql-server', 'azure', 'instance', 'azure-sql-database']",201104,2,Azure SQL Database
SQL Azure performance considerations,True,1303381592,2011-04-21,2011,4,2,2,734,"['sql-server-2008', 'database-design', 'azure-sql-database', 'database-performance']",201104,2,Azure SQL Database
RetryPolicy in Subsonic,True,1303740730,2011-04-25,2011,4,1,1,66,"['subsonic', 'subsonic3', 'azure-sql-database']",201104,2,Azure SQL Database
azure sql server database price,True,1303844859,2011-04-26,2011,4,1,1,817,"['azure', 'azure-sql-database']",201104,2,Azure SQL Database
Failure to CREATE TABLE in SQL Azure database using SMO,True,1303865955,2011-04-27,2011,4,3,1,2964,"['c#', 'smo', 'azure-sql-database']",201104,2,Azure SQL Database
SQL Script for SQL Azure,True,1303974558,2011-04-28,2011,4,4,0,1800,"['azure-sql-database', 'sql-scripts']",201104,2,Azure SQL Database
Entity Framework 4.1 code-first KeyAttribute as non-identity column,True,1304001561,2011-04-28,2011,4,3,12,13320,"['entity-framework', 'entity-framework-4.1', 'azure-sql-database']",201104,2,Azure SQL Database
Sync Framework architecture for offline app,True,1304156684,2011-04-30,2011,4,1,1,1079,"['architecture', 'offline', 'microsoft-sync-framework', 'azure-sql-database']",201104,2,Azure SQL Database
SQL Azure &quot;The database XXX is not accessible&quot;,True,1304343122,2011-05-02,2011,5,2,4,3099,"['sql-server', 'database-connection', 'azure-sql-database']",201105,2,Azure SQL Database
Using Entity Framework with SQL Azure - Reliability,True,1304358487,2011-05-02,2011,5,2,14,2429,"['entity-framework', 'azure', 'azure-sql-database']",201105,2,Azure SQL Database
NHibernate Azure AppFabric Cache,True,1304371214,2011-05-02,2011,5,2,5,1210,"['nhibernate', 'azure', 'azure-sql-database', 'second-level-cache', 'azure-appfabric']",201105,2,Azure SQL Database
Emulate/Simulate SQL Azure Locally?,True,1304480146,2011-05-04,2011,5,4,2,1020,"['sql-server-2008', 'azure', 'azure-sql-database']",201105,2,Azure SQL Database
Database Queues and Queue Processing,True,1304534645,2011-05-04,2011,5,4,5,4871,"['azure', 'queue', 'azure-sql-database', 'azure-queues']",201105,2,Azure SQL Database
Can I send array of parameter to store procedure?,True,1305085005,2011-05-11,2011,5,2,1,3225,"['sql-server', 'stored-procedures', 'azure', 'azure-sql-database']",201105,2,Azure SQL Database
list of users and roles that have permissions to an object (table) in SQL,True,1305217227,2011-05-12,2011,5,3,19,69764,"['sql', 'tsql', 'permissions', 'azure-sql-database']",201105,2,Azure SQL Database
"Is Azure really conveniant for a medium production website regarding SQL Azure performance, when speed is a critical matter?",True,1305300224,2011-05-13,2011,5,1,4,885,"['azure', 'azure-sql-database']",201105,2,Azure SQL Database
SSRS Azure DateTime to LocaldateTime Conversion,True,1305546373,2011-05-16,2011,5,1,0,219,"['reporting-services', 'azure-sql-database']",201105,2,Azure SQL Database
Scheduled Tasks with Sql Azure?,True,1305804132,2011-05-19,2011,5,4,6,5887,"['azure', 'scheduled-tasks', 'azure-sql-database']",201105,2,Azure SQL Database
Creating new user/login in sql azure,True,1305805231,2011-05-19,2011,5,5,27,35912,"['sql', 'azure-sql-database']",201105,2,Azure SQL Database
Execute multiple stored procedures with single trip to database,True,1305912164,2011-05-20,2011,5,2,2,12891,"['sql-server', 'tsql', 'ado.net', 'azure-sql-database']",201105,2,Azure SQL Database
Running applications with DB roles defined,True,1306061946,2011-05-22,2011,5,1,1,105,"['azure', 'azure-sql-database']",201105,2,Azure SQL Database
Security (Authentication) in oData services,True,1306132738,2011-05-23,2011,5,4,2,986,"['android', 'security', 'authentication', 'odata', 'azure-sql-database']",201105,2,Azure SQL Database
